Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1705,0,91.19 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree, many people don't realize and I am still learning that insurance companies run our health industry. They control what is approved by the FDA and other thing s that I don't think they should have the power to control. I still don't know much about how these companies go about having so much power over our healthcare system, but if there was a class offered to educate the masses on how corrupt this is im sure things will change."
1706,0,259.15 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Maybe if schools or companies were offered some type of tax break for promoting or offering eduction on healthier lifestyles, everyone loves a good tax break."
1707,0,122.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Education is by far the most important resource that is lacking in this country and is available to those who really want it. Education could provide the inspiration needed for individuals to lead healthier lifestyles, and also the aspiration to do so and to be less of a burden on society as well."
1708,0,224.78 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree. Insurance needs to be simplified and dealt better. However, I think it is more the company's faults. It needs to be straight forward without any loopholes or catches that make it difficult to process. But I do not believe it should be given by the government for every individual. The rich pay for the better healthcare just as we all choose to pay for the cheaper or full coverage on auto insurance."
1709,0,105.03 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",This could be a good idea. But instead of holidays perhaps just an event or big hoopla where there are a host of competitions and contests concerning healthy lifestyles and making good choices and have doctors and other qualified people talk about the benefits there are to being more active and healthy.
1710,0,51.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree that technology is advancing faster than education, but on the societal aspect. There is a major gap between those who create the newer and newer technology and the consumers and general population. I think its fine that technology is ahead of education, however the gap should not be as wide as it is and it should not be growing at the same rate."
1711,0,95.45 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There should be no reward for not being lazy. It should be a societal responsibility to not be lazy in any aspect of life, especially in aspects that concern the individual personally, and through them, financially, the rest of society. However there could be one for encouraging others and picking them up and motivating people to do better than average."
1712,0,68.74 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree. Prisons should not be the great place that it is made to be today. Through prison reform we could clear out the individuals who do not deserve to be there and through that reduce medical costs. With less prisoners there would be less fights which would lead to less surgeries, drugs and care needed for individuals who broke the law and are supposed to be punished."
1713,0,70.46 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Giving up control of medical costs, insurance and finances to the governmental regulation could be the most effective way to ensure that health of the country's citizens comes before profit because most corporations will not."
1714,0,2.77 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I see that there are similarities throughout this entire thread of ideas. After reading everyone's ideas it's obvious that what we need is education on health/healthcare system, even distribution of money in FAIR ways to both the people receiving care and the hospitals/staff running these procedures, and to somehow get the rich to be more considerate of the poor. In the end it's hard to say that these are at all possible to achieve (with there being so many people in the world). Maybe education on the subject could spark the fire."
1715,1,99.19 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Put down as in you put down a horse or some animal?  That's terrible, if you ever became seriously disabled or had a disabled child would you still feel the same?  It's easy to suggest somethings because they won't affect you.  I don't think dehumanizing mentally unstable or elderly people is a great solution."
1716,0,163.14 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In all honesty, being healthy has to be ""so easy a caveman can do it"" before Americans are motivated to exert much effort.  Unfortunately, we just live in a day and age that if it doesn't come fast and easy, most Americans don't want to do it.  The mentality of our people needs to be reformed.  We need to get back to the days where everyone put in an effort to make this nation better.  Now people just want to sit back and tell the government to fix everything."
1717,0,116.16 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","It starts with our children.  People past the age of 30 are stuck in their ways and harder to educate for this reason.  If we could begin to raise more conscientious children, we could see a change in the mindset and health of America."
1718,2,36.8 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","This is where technology plays the villain.  No one plays outside anymore, tv's got bigger and so did the people."
1719,0,58.58 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Like Ny is doing, regulate what people consume, i mean who really needs 3 64oz big gulps. But lets not have Govnt step in and do this, have business do it themselves and get a reward on tax break or something. For example how subway (yes NOT healthy) made apples and water along with the less fat/carb chips. It nothing big but its a start. So if other business would follow we could lead to a healthier America.  STOP SELLING TRIPLE BACON CHEESEBURGERS WENDYS!!   (but sooo tasty)"
1720,0,198.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","What about modeling the ER like the DMV. You go to a computer, choose why you are there ""Flu like"" ""broken bone"" ""back issue"" ""who the heck knows"" Let certain nurses deal with said cases, to help stream line the process. Steam line is bad you say... not when over 80% of the people in the ER do not need to be in the ER its a good filter."
1721,0,99.86 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Prescription meds.... there needs to be a low low does of these meds that are ""over the counter"" If i have strep throat why must i go to the doc just to get him to sign his name so i can get what i need. Having the ability to buy a antibiotic or other useful drug at a low dose will keep many people out of the docs office."
1722,0,155.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Ship all the sick to Guantanamo  HA sorry i just could not resist.
1723,0,67.33 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Once a month home visits ... heck the Govnt is losing millions in the post office so why not have a traveling doc for 100 bucks per visit you can be seen if you do not have health care? Shoot let the Doc ride with mail man, knock out 2 in one."
1724,3,86.44 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Pass a bill so that no matter how much the budget is cut health care can not be touched... Or lets stop giving Israel, Egypt, Africa ..millions a day in ""aid"" and put that toward our own people!! We can complain about Americans but its Gov that is control of the funds without the money what can be done?"
1725,3,75.18 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",What do you mean here? and example please
1726,0,167.44 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Even if our children are smart about health, what if they cant afford the insurance, (student or bad job) and its a reason to visit the hospital due to .. oh i dunno a reason outside of their lifestyle choice.... but no insurance.. how does this fix anything."
1727,3,307.42 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Insurance lottery, your number gets drawn that month you get a discount on a visit"
1728,3,154.47 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Equip hospitals the way they should be regardless of their size. Example : My father just went for broke ribs/puncture lung   no insurance.... Ambulance ride there, they could not see him, so then took him to 2nd place, no room, third place they put him in ICU. He had 3 rides... 3 rides he will be billed for even tho it was not his choice. Every place needs to be ready for anything. Good job Greenbay"
1729,0,24.78 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree that in a perfect world EDUCATION would be the answer to many problems in the healthcare system but haven't we tried that already? The information on what it takes to be healthy is out there on websites, books, and tv  ( all of which are accessible regardless of income). Throughout grade school it was required for me to take health classes so the information for self education is out there. however, many people choose to ignore this or choose to remain ignorant."
1730,3,78.32 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Then if the people are unwilling to do something about their own health the government or some other private organization will have to do it for them with or without their consent. And if they are uneducated then it would be without their consent in order to do what is best for them.
1731,3,143.77 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","These people are stuck in their ways are teaching the children of today. If we want to change education of the ""future of america"" then we would need to reform more than just healthcare in order to take care of healthcare. In order to be a teacher you need a 2.0 gpa? Ridiculous."
1732,0,32.35 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If the children were smarter about healthy lifestyles then there would be less unnecessary doctor visits which waste time and money and be less at risk for disease and accidents and we would be able to spend that money on those who need it.
1733,3,54.25 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","They make bigger hospitals for that reason. What should be done is emergency response teams should be able to make the call as to which hospital to go to before they decide on one place, if the patient is stabilized enough to have the couple of minutes available to do so."
1734,3,19.09 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",This could be a good idea. A traveling doctor or team of specialists could go around making house-calls providing insight and expertise or even write prescriptions and treatment to those that are sick but do not need to go to a hospital and would clear up space for those that do.
1735,0,102.41 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If I couldnt do anything for myself and relied on everyone completely? Yea i would want to be put down. Why should society be responsible for footing the bill of those who are unable or unwilling to help? Who need 24/7 round the clock care so they don't choke on their spit? If the members of the family are willing to care or willing to pay for it then by all means let them.
1736,0,43.72 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",;D
1737,3,57.49 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Doctors should be employ by hospital and not work with hospital on contract basis. Maintenance medications should be below $5.00 for a month supply Laws should be made to reduce the rate that medical providers are getting sued unless negligence is involved on the part of the medical provider. programs should be setup in order to educated the patient on how to effectively take their medications at home Programs should be setup in order to allow healthcare providers to followup with patient on regular basis to make sure that recurrence  of health problems are reduced. Pharmacist should not be allowed to work for very long hours in order to improve accuracy of pharmacist Very busy hospitals and retail pharmacist must employ adequate number of staff in order to avoid medical errors.
1738,0,6.61 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",A lot of laws should be made in order to protect the patients against insurance company. Laws should be made in order to allow doctors to spend more time with their patients. More stringent rules should be made to abide pharmaceutical companies and prevent them from over pricing medicine.
1739,0,112.52 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","the cost of mediciations should be reduced, as we need medication for the smallest things."
1740,0,72.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",the cost of visiting a doctor should be reduced. Office visit fees should either be taken off or reduced.
1741,0,38.37 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","after seeing a doctor for your medical issues, there should be a onling 24-7 chat with either a doctor or a nurse. Or at least some sort of email so that the doctor can respond right away."
1742,0,198.71 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Some pharmacies charge an extra fee to order medication. Why is that? That shouldnt be needed.
1743,0,100.94 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Doctors should follow up not with only visits but also phone calls as some cannot afford a follow up visit.
1744,0,39.24 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The cost of x-rays should be reduced.
1745,0,140.74 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",there should be a 24-7 clinic in every city. And they shouldnt charge extra just because it is one. Health is Health.
1746,2,88.81 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","cost of emergency room bills shouldnt be 14,000 for just 1 day! thats ridicoulous."
1747,0,59.5 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",More security systems and privacy should be added into offices of healthcare providers and hospitals.
1748,3,20.08 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",I've heard in UK you get braces for free?! why cant US do that?
1749,0,41.91 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The first issue I belive to be the root problem would be the finiancial sector. The cost of medicine in this country is way overpriced for many citizens. The fact that medical insurance companies can have total control on how much to spend on an individual, this is bad for every citizen. So, I belive there should be a sort of saftey net that covers all citizens from fraud, protecting the consumer. If everybody is covered for the bare minimum of healthcare this would increase life expentecy in the United States."
1750,3,116.85 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",insurance companies shouldnt have a miniumum deductible. whats the point of even having insurance then?
1751,3,75.18 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","I agree, i feel that these companies get away with that stuff because they are not challenge. I think that the prices in the US for medication are not what they really are. In the UK the same medicine costs about half the price;if not more, in medication."
1752,0,59.38 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The cost of going to medical school should be reduced. There are many students who decide not to go into the medical field because of school costs. If the costs would change. we would have more doctors. Many people cannot afford such high costs. If we need more doctors then why not reduce the cost of medical school by some?
1753,2,85.3 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",health is most important. there should be no reason why the prices of medicine need to be high. Theres other things that could be at a higher price but why medicine? Isn't that what it takes for us to survive in this world?!
1754,0,89.3 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Having medicaid and chips still isnt decently cheap or at a good price.
1755,0,116.14 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","A government watch on the healthcare system would be nice. I don't belive that their is an actuall government entity that looks over healthcare in general. I know the FDA does oversee it somewhat, but i believe that section is the only part where government can't step in, just in case it goes south, or they're doing something illegal."
1756,2,46.72 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",we pay a lot of money for doctors. The availability of them should increase.
1757,3,97.34 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Maybe a sort of government program every once in a while, where they'll give more money to MED students. To encourage more student enrollment. That would help, but under current circumstances the problem would be where to get that money."
1758,0,45.16 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","the cost of lab reports, x-rays, pre screenings, all should be reduced."
1759,0,18.67 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I know some do that, but most don't, should they be forced, or maybe get nurses on their as well."
1760,0,206.15 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The cost of the techology should be helped, and reduced. one reason why healthcare is so expensive is that the machines that could save our lives, costs the hospitals millions of dollars, which in turn causes them to raise their cost to treat a patient."
1761,0,140.99 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I also say give more responsibilties to nurses. Let them take control sometimes, just as long as their properly trained. I know most nurses with an MBA can pretty much do everything doctors can do, except prescribe medicine."
1762,3,48.84 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","We don't have universal healthcare,yet."
1763,3,2.35 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","yeah, exactly. I hate how they're paid less than doctors. Usually its them doing more."
1764,3,164.05 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","this is quite true, at times there are people who are in dire need of medications for a certain amount of time, but are unable to keep on purchasing them due to their high costs"
1765,2,316.56 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","a way in which money could be balanced out in the field of education would be dealing with the amount of money that a school is given. Schools are at times given large amounts in which to buy necessary things for its students, but blowing it on two thousand dollar computers isn't the answer. It could have easily have bought two to three times as many with that amount from a different brand."
1766,3,13.74 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",because i'm pretty sure that they are paying higher taxes than we are
1767,0,112.49 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","there are certain pharmaceuticals in which are given at high prices when a person's medical condition is pretty bad, such as medications for patients that are diagnosed with cancer. Prices range in the hundreds and only last for a couple of weeks up torwards a month. Its things like these that aught to be checked with, because whats the point of patients taking kemo-therapy if due to the high prices of the medication that they are suppose to take are unable to actually take them?"
1768,0,24.18 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","i can understand why hospitals tend to give a person a high amount in their bill. Alot of machines and medications are given so as to keep that person alive, but if only there were a way in which that amount could be reduced."
1769,0,137.93 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","yes this is true, nurses tend to have years of knowledge and prep for this kind of work"
1770,1,209.66 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","More medical professional training. With the competitive and limited nature of nursing school, it becomes discouraging for those interested. If more and more nursing schools appeared, there would be more medical professionals as it pertains to nursing which would increase the volume. At the same time, that would cost more for people to stay, but with the principles of supply and demand, the more people that come in the hospital (not run away from the long emergency room lines) the less we'd have to pay for healthcare."
1771,4,58.86 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","Limiting military healthcare. Many people take advantage of the ""free"" healthcare the military offers and go in for the slightest things such as a cough or a bruise, get medication they can buy at a drugstore. Also, some female spouses tend to pop out more babies because of the ""free"" healthcare."
1772,4,47.85 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Nurses to me already have a workload on them. They have a lot going on as it is. They do more in the sense that they're a caretaker. Doctors diagnose and such.
1773,0,286.4 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",very true
1774,3,45.22 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","We need to push more Nurse practitioners/Physician assistants before we push cheaper medical school. That is just how it is. Nurse practitioners do almost as much as a doctor would, yet it costs less to the hospital. The military healthcare system is shifting more towards to NP/PA route rather than doctors just due to the cost factor. It's cheaper to the hospital yet the NP/PA's get PAID."
1775,0,95.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Doctors really don't get paid as much as you'd think. Their salary is paying off their tuition for grad/med school as well as all the different types of insurance to cover them. On top of that, if they have a private practice, they have to pay for staffing and leasing the building and bill just on that- thus the reason they partner up. Eventually their salary pays off. But you get paid for the amount of work you put in. 12 years of school, you worked hard for that money so why strip it away? That's why it's not for everyone. If it were easy, everyone would be doing it."
1776,0,13.61 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Educationally wise, we need to push more nurse practitioners and physician's assistance."
1777,2,27.69 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","The idea of universal healthcare is a good idea, however seeing how people ""abuse"" that liberty in the military sense (as far as dependents go) if that was more widespread, it wouldn't be good for our economy."
1778,0,42.44 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Finding a way for medication to be available at little to no cost for those in a life or death situation even if it's a long term situation.
1779,0,60.14 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",A huge portion of nursing is people skills. I feel that an interviewing portion of the nursing SCHOOL application process would weed out those who don't have people skills.
1780,0,1.74 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Providing health care seminars to encourage those to join the health care profession.
1781,0,256.73 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Take the government out of the Healthcare system ASAP.
1782,3,331.25 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Universal HealthCare sounds good if it were not for illegals using all of the resources.
1783,0,76.17 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In order to cut cost for health care for AMERICANS, we need to stop giving free health care to those who are here illegally, on visas, or those who come for a short time for education. We as Americans pay way to much for those who take advantage of our system that was put there for the Legal American people."
1784,0,56.38 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Keep doctors from always getting sued.
1785,0,123.31 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If the Government would stop giving money to companies that make these products and then turn around and sell them back to the government for a huge amount of money. This would save cost.
1786,0,184.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If tax payers fund the research than the Tax payer should benefit from research..
1787,0,68.83 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Have cross state lines insurance.
1788,0,116.72 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Laws are not the answer. It is holding the insurance company accountable, but since most politicians receive funds from these companies, it is hard to hold them accountable."
1789,0,131.68 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Make a Law stating that no politician should receive funds from donors who control insurance companies or any other companies for that matter.
1790,0,27.33 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",In most cases there are.
1791,1,102.47 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Health care should not be provided to over weight people, drug addicts, prisoners, illegals, those who want an abortion, and those who are not willing to pay taxes. This would make people think about there health more than ever."
1792,4,18.52 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","The primary healthcare problem that is facing the healthcare system of this country is cost. As a member of the committee, my main concern is how we can generate ways to reduce the cost and at the same time still maintain high quality healthcare practice.   To me, preventive medicine would be a one of the primary areas we could reduce healthcare cost. ""prevention is better than cure"" to me is true in many aspects because a lot of health complications we have among our patients could have been prevented. For Example, it would cost less than $50.00 to get a flu shot but treating a flu patient would cost over $200.00 for patients who do not have insurance."
1793,0,18.28 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","That's what the current healthcare bill will do. Since its so expensive,which its not , most hospitals will have to reduce their prices because the government is stepping in. The prices are overly overpriced and should not be, the cost of chemo in other developed countries, is much lower than here in the US."
1794,4,100.21 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","That problem deals with lobbying, or legal corruption, get rid of it and you'll see way more passionate people in office."
1795,0,89.1 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree to a point but, the reason its so expensive in the US is because the healthcare system has been virtually unwatched. The insurance companies have basically created an oligarchy which they all agree on a certain price for everything, which in return they all gain money. A flu shot in the UK is 10 dollars. The drastic influx of prices in the US is criminal, government needed to step in, just like when the government took down monopolies."
1796,4,365.83 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","There should be a limit on how far, or how many times you can see a doctor. I know medicaid, only covers until a certain amount, pass it and you have to pay out of pocket. Make a limit well known and more people will use it wisely. however there is always people who abuse the system, the exact percentage would be unknown for obvious reasons."
1797,4,50.45 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","I agree with preventative healthcare which also means some kind of workshop or information going out regarding how to prevent it. Things like cancer, however aren't as preventative (with the exception of maybe lung cancer or cancer brought on by a certain habit.)"
1798,0,31.6 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I personally don't see how the government stays out of healthcare. If the government doesn't somewhat regulate it, then who will?"
1799,4,53.61 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","I honestly think in the financial sense, we'll have to use money to make money. We have research for a reason but research needs funding. Once this research hits a breaking point, then is where I think the cost of healthcare will go down. Until then, I find it difficult to think that it'll just go down automatically and everyone's health will be better."
1800,4,60.96 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",I personally think that education is where a lot of these issues can end. If we start kids young learning good habits...
1801,3,108.84 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Due to the shortage of health care providers, I think that continuing education is a huge implementation to continue with because it forces those providers to stay up to date and knowledgeable."
1802,0,80.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",More services available to legal low-income families.
1803,0,12.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Providing natural alternative ways for medical issues (not including hemp).
1804,0,47.91 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Refusal of healthcare is tricky because once someone refuses healthcare, say if they got in a car accident, the unknown trauma can effect them later. So maybe having some sort of consultation regardless can possibly reduce long-term effects."
1805,3,71.87 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","If were asking to eliminate fraud then the government needs to step out of the equation. The government allows those who are in America illegally to receive care, which in turns makes prices go up. But since the govenment basically decides what it deams fraudulent then prices will never go down."
1806,1,60.52 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","If you smoke- than you cannot receive healthcare for any known affects that smoking causes. If you became obese- You should not receive healthcare for known affects that obesity causes. If you will not find a job than healthcare should not be admitted to you. If you get pregnant before the age of 21 you should not receive healthcare. If you are here illegal, you should not receive healthcare. IF you are here for school only, you should not receive healthcare. All of these including more would make the cost of healthcare to go down."
1807,0,644.34 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If someone refuses healthcare than we all should respect that individuals right.
1808,0,188.17 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Funding mostly comes from the GOVERNMENT which really means TAXPAYERS, yet when the research is done, the companies who received all this funding then charges the TAXPAYERS outrageous prices. IF it comes from private funding than we have no say to what they can charge."
1809,0,88.48 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Regulation yes, determining who should receive a type of healthcare then no."
1810,3,141.72 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",This current healthcare bill will do nothing of the sorts. Individual prices have soared.
1811,0,116.19 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In some sense I believe specialized care is key. At the same time, when you have 5 doctors in one room for a single patient, it's ridiculous/."
1812,5,26.86 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency","Emergency room services already have a priority system as it is, but I think that there should be an acute ER as well because when someone comes in with a head injury (possible concussion) or a fever...they're left there for a good 15-30 minutes because it may not seem like an emergency at the moment. Don't let a trauma 1 victim come in, because then everyone will be pushed back."
1813,4,12.37 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","I honestly think that medications should be universally cheaper, especially for those who are on a fixed income. Even if it's the generic kind."
1814,3,54.89 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",I don't feel it's fair to those who are elderly and/or impaired can't afford a knee replacement or other related injuries to have to suffer. I think there should be some way that they are able to get the assistance they need.
1815,2,53.59 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",I love the idea that more places are transitioning to Electronic Medical Records (EMR) because it helps keep records more secure. I worked/volunteered at an office and I was able to just widely see the patient's information when I was putting paper work in. The only downside is the reliability of technology when computers act up at times.
1816,3,65.83 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",I think there should be mandatory yearly mental health screenings (just as there are required shots) just because that's not something you usually think about.
1817,0,60.4 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Affordability, quality and accessibility are some of the characteristics of a good healthcare system. Quality;          Quality is one of the most important property of any healthcare system. In order to practice a great quality healthcare system, health practitioners (doctors, dentists, nurses, pharmacist..... e.t.c)  must be well trained. This training might include educational learning like in medical schools and the ability to operate all kinds of tools, soft wares, and equipments needed to carryout their respective roles. This training should also include social skills like interpersonal skill, empathy, communication skills and critical thinking skills. Also, in order to provide better healthcare, healthcare facilities must be well equipped, easily accessible, and up to date in terms of modernization. Accessibility;      Apart from having a quality healthcare system, patients must be accessible to the quality care that is available whether they can afford it or not. To me I don't think that any thing wards someone's life; no matter their race, religion or ethnicity. I personally think it is very wrong to turn somebody down because they can not afford to pay. It is sad that a lot of people are being refused of prescription at the pharmacy because they can not pay for it and at the same time we can really blame those people in the pharmacy business.  I think the whole problem is systematic that every angle has a component to contribute to the healthcare problems we have."
1818,2,79.73 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","For one how  is the private sector going to do anything better. The people receiving the care, cannot hold the private sector accountable. Yet, you can always challenge the government when it does something wrong, its called supreme court cases. Second, it is inhumane to not give somebody healthcare because they are not a citizen of the US. Third it is the private companies that set the the price, the private sector is only concerned with profit, which in turn means worst financial strain on the care receiver."
1819,0,22.39 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","That is one part of the healthcare system that neglects. For some reason,people seem to think it dosent really matter when psychologist constantly say it is."
1820,0,5.23 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Neglecting health care to anybody is immoral and also illegal according to human rights and,The UN. Doctors can't have prejudices, when treating a patient,no matter who they are. If a doctor denies you treatment, it is also against their code of ethics as well as the law."
1821,0,61.09 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Giving people health insurance that they can afford
1822,0,62.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Shorter waiting times in the ER
1823,0,22.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Better service in the ER
1824,0,83.8 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Nicer nurses and doctors
1825,4,18.71 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Faster/better service in doctor offices
1826,5,11.23 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",Hiring nurses who are fully trained in order to provide the best patient care
1827,0,100.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Giving people medicine that they can afford
1828,2,99.03 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Making a visit to the doctors office or ER easier for those who do not have insurance
1829,2,12.16 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Giving families the option to keep their family member on life support longer
1830,4,16.5 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Create certain clinics for certain age groups to insure that everyone is seen quicker
1831,3,25.03 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Create ways that give people who are sick a way to wait at home until they can be seen so that they can avoid spreading germs.
1832,0,5.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Provide better sanitary in schools and on jobs so that people can avoid getting sick.
1833,2,54.91 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Make vitamins free
1834,0,56.98 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Have classes were people can learn how to take care of themselves
