Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
278,4,24.67 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","they should make it a different system to be seen in a emergency room, because you arent there to wait you have an emergency so obviously need to be seen quickly. In and out service. maybe get more doctors for the emergency room"
1734,4,18.84 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",This could be a good idea. A traveling doctor or team of specialists could go around making house-calls providing insight and expertise or even write prescriptions and treatment to those that are sick but do not need to go to a hospital and would clear up space for those that do.
1773,4,18.3 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",very true
1774,4,19.83 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","We need to push more Nurse practitioners/Physician assistants before we push cheaper medical school. That is just how it is. Nurse practitioners do almost as much as a doctor would, yet it costs less to the hospital. The military healthcare system is shifting more towards to NP/PA route rather than doctors just due to the cost factor. It's cheaper to the hospital yet the NP/PA's get PAID."
250,4,22.63 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications"
246,4,23.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment."
1851,4,24.79 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","prevent doctors from taking advantage of patients by having a board that oversees doctors offices in a certain area, possibly have a board of individuals that will review each case within each hospital"
1011,4,24.12 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","If more money was put into diagnostics it would save time and money (in the long run). It would save patients money by not having to buy unnecessary medicine and make multiple hospital trips, and save the time of the doctors by producing a higher turnover rate (seeing more patients)."
1846,4,22.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",having more doctors on hand in hospitals to ensure quicker response time to emergencies
1843,4,20.24 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",hospitals and doctors be held harshly accountable for malpractice
1005,4,17.82 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",competition should be squashed to a minimum and we need to really research and figure out the true and best benefits of different medications.
1839,4,19.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Build more hospitals
179,4,25.37 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Putting more money into providing technology for hospitals and smaller clinics that help diagnosis patients faster.
180,4,18.45 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","But even if more money is put into technology, more money is wanted for everything else. It is as if we can't get one thing without losing another."
1830,4,18.45 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Create certain clinics for certain age groups to insure that everyone is seen quicker
1828,4,20.44 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Making a visit to the doctors office or ER easier for those who do not have insurance
1825,4,20.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Faster/better service in doctor offices
1824,4,19.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Nicer nurses and doctors
1822,4,19.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Shorter waiting times in the ER
198,4,20.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.
279,4,30.72 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","I believe sick people should be treated at a doctors office so they could take up less room in the emergency room so the people with broken bones, severe chest pains, and serious stuff besides a cold or flu or whatever can be treated quicker."
202,4,21.07 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",The reason doctors use such important equipment is so that we can be treated to the best of their abilities. They are expensive because they are the best equipment.
1814,4,19.31 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I don't feel it's fair to those who are elderly and/or impaired can't afford a knee replacement or other related injuries to have to suffer. I think there should be some way that they are able to get the assistance they need.
1000,4,17.82 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.
1812,4,20.59 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Emergency room services already have a priority system as it is, but I think that there should be an acute ER as well because when someone comes in with a head injury (possible concussion) or a fever...they're left there for a good 15-30 minutes because it may not seem like an emergency at the moment. Don't let a trauma 1 victim come in, because then everyone will be pushed back."
1811,4,20.56 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","In some sense I believe specialized care is key. At the same time, when you have 5 doctors in one room for a single patient, it's ridiculous/."
207,4,19.29 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",What kinds of requirements should these emergency rooms have?
215,4,18.79 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",One could be for more urgent care and the other could be for injuries that would be okay to wait awhile
219,4,22.6 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Yes, there should be maximums for charges but I don't think it should affect their salary. Doctors have to pay to keep their office open and operating."
225,4,18.52 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",There needs to be an advancement in the study of mental health. I feel like its such a black and grey area. Having the proper diagnosis on a person and treatment for the person.
1790,4,18.3 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",In most cases there are.
237,4,18.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",What kinds of regulations would help this problem?
997,4,20.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","when dealing with people with mental health issues, healthcare staff needs to have more than a basic understanding for the patient and their own safety. the staff need to trained to remain professional and treat them as any other person and not try to cast them off as crazy"
996,4,22.78 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes."
1784,4,17.95 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Keep doctors from always getting sued.
994,4,20.24 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",But a variation of this would help to keep doctors from asking for multiple tests that they know have nothing to do with the patients' illnesses
1815,4,29.19 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I love the idea that more places are transitioning to Electronic Medical Records (EMR) because it helps keep records more secure. I worked/volunteered at an office and I was able to just widely see the patient's information when I was putting paper work in. The only downside is the reliability of technology when computers act up at times.
1488,4,20.19 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the trend to smaller clinics in accessible locations with more convenient hours seems to be a move in the right directions. these clinics could offer their own membership plans like a health club where you pay so much a month and you can get basic services there at a reduced price
1056,4,23.33 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","If doctors, nurses, and all medical staff should be required to take a day or more break if they are noticeably experiencing burn-out. While a person is ""burnt out"" they are overwhelmed to the point where it affects their work performance and life. If burn out can be prevented it should."
541,4,21.86 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Emergency rooms should have the ability to attend all of its patients in a fast and productive way. It has been from experience that I have seen people wait hours before they are attended.
1368,4,25.25 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I was watching this show where the hospital was switching over to a new health care procedure when admitting patients to the ER. What i say was they were only allowed  an allotted time with the doctor/patient interaction and there was a script for protocol.The doctors felt like there wasn't enough time to thoroughly asses the patient and to for some type of contact to really understand the problem. With all that being said it could be where the healthcare system is going .
680,4,17.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","If there was better training, the response would be faster."
684,4,19.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Technology needs to be better explained to patients before they are used.
1358,4,21.08 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","For those that needs emergency treatment and does not have insurance, they should still be treated as if they do have insurance which goes towards the first come first served but i believe that those who dont have insurance go to the emergency room, remember that they do not have insurance, but still go anyways because they think can be quickly treated because they are in need of medical attention knowing that itll be months before they can pay off the medical bill"
1169,4,23.23 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",They should do a drug test or background check on everyone before prescribing them medicine. They need to come up with a shot that can be used instead of pain medicine for all of the people that failed. That way the doctors can still give them pain medicine but it cannot be abused.
689,4,18.45 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Break the social stigma that going to the doctor once every few years is not a way to keep yourself healthy.
1354,4,19.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Secure our borders
690,4,22.92 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Lower income for Doctors, hire more doctors to staff Hospitals, provide nominal training, easy way to get more people better care faster."
1170,4,19.44 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",They could also be rewarded with homework passes or test bonus points.
922,4,20.9 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","instead of prescribing antibiotics all the time doctors should look for the true source of the problem, that will save money for everybody"
920,4,19.88 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","health care professionals should care more about the patients, and not how many patients they will see in one day"
697,4,18.45 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Break the idea that depression is something simple and can be treated instantly.
1369,4,19.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Technology has come a long way .
698,4,19.73 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Break the monopoly pharmaceutical companies have on medication to provide lower prices for needed medications.
709,4,18.93 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Make money less of a priority, think about the patient first."
1341,4,22.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Health and Health Care should be provided by the individual themselves. The least amount of harm that individuals put into there body should be a decided  factor of what an individual deserves a type of health care. Most of the time in an Emergency Room,It takes minutes and sometimes even hours to see a doctor. And when you do they have you in a room for almost 45 minutes and then they decide to come take vital signs or do a health check and then charge more than what the doctor saw you."
1339,4,20.56 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the finance required to go to the emergency room or a hospital are extremely pricey and most of the time unaffordable which is where health insurance becomes useful
1338,4,17.95 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",nurses are needed and important
1337,4,21.62 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",alot of doctors are overwhelmed and in a rush to get to the next patient
1336,4,18.79 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the emergency room should be strictly for emergencys to fix that problem
1335,4,21.64 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",it takes hours for a real emergency to be treated due to the overflow of patients
1334,4,19.14 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the process of the emergency room could be improved greatly
712,4,18.65 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Make medical marijuana easily accessible to everybody. Have a headache? Here's some weed.
719,4,19.96 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Local Doctors should be in areas where patients are needed.
914,4,19.1 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Emergency rooms sometimes provide unnecessary care for patients if they find out they do not have insurance.
726,4,21.26 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",allow virtual doctor visits to save time and money(video chat)
1344,4,18.79 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I think Nurses should be doing more than just just taking mediocre test that can be learned online.
728,4,18.97 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",make no room for diagnostic mistakes because that is costing millions in unnecessary medications
667,4,17.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",better coverage for emergency room services
663,4,30.26 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Unfortunately, a lot of times there are personality tests given to nurses and doctors but in time of crisis how can you say no you can't work with that patient because your personality will clash with theirs when you don't even have the time to evaluate the patient?"
599,4,21.51 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","It will also help if emergency rooms were completely staffed, some hospitals only have the minimal amount of doctors working during certain times in order to reduce cost."
1420,4,22.6 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",This is true. I would leave school all the time because the cheese on the pizza would literally fall off in one piece.
934,4,20.24 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the doctors should get benefits if they handle emergency cases not cosmetic ones
603,4,23.0 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","We could also just better staff the hospital, it`ll be more expensive for the hospital and overwhelming for the doctor if we keep them overnight."
604,4,22.6 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",That's why you would have colors to identify which case is more serious and you would use a number system to identify each patient. It would be the same as when they call out your name to take you back to your room
605,4,29.57 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","This is true, i have probably received 3 of the same shoots because the new hospitals I visited did not have my records. Patients are supposed to keep their own record, but these can be easily lost or misplaced."
606,4,26.67 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I think they need to stop cutting back on staff for budget cuts and saving costs but take phone out of offices or go paperless. They need to cut the small things before they cut the major things
607,4,19.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Hospitals should have more staffs
1410,4,18.75 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",technology is improving tremendously i was researching how far we have come from using technology in the healthcare system and it has come a long way.They have machines where your able to see a persons body in 2 shots with a click of a button.
608,4,19.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",They also shouldn't assign 10 patients to one nurse
933,4,24.33 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",doctors should not be able to discriminate against an emergency surgery or cosmetic surgery- if the emergency one cost less they should have to treat it the same as they always did
1405,4,19.49 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Agreed. We can often at times be lazy especially when we have resources out there. Some of us takes the easy way out. instead of the long and difficult way.
664,4,28.43 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Hospital waiting rooms and information desk should offer monthly newsletters for the people of the hospital to see more of what is going on with in their hospital, such as new technology, new doctors, and or modification to hospitals policies or areas of the hospital"
1404,4,18.1 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","well maybe, many will either die from malnutrition or unattended paid treatment and such but i think it will make people look for jobs and be more mindful about themselves instead of always relying on the government to help them all the time"
932,4,19.27 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","cosmetic surgery should cost more than an emergency surgery- the people that do cosmetic surgery do it willingly and should have the money saved up for it, but the people who get in accidents should be charged less because they did not chose to have that happen to them"
614,4,19.54 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",There should be a sharing type system that allows your new doctor to view your medical records from your old doctor
615,4,19.1 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",they could create a program to train hospital staff like every 3-6 months to make sure they know what they're doing
931,4,22.42 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",doctors should charge the same price for a doctors visit
1397,4,20.56 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Doctors are important. Nurses are important. All medical staff members should be treated equally even if they have more experience.
624,4,25.08 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Most hospitals and physicians offices are more technologically advanced in being paperless but in order to be fully paperless would mean a reduction in hackers for identity theft and fraud purposes. A lot of hospitals don't cut the small cost because these costs don't add up the way the large budget cuts do.
627,4,23.16 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",When a patient makes an appointment and then must wait for an hour or more for service that then should reduce their cost for medical expenses. They have other things going on besides sitting in a doctor's office all day. Its wasting their opportunity to earn money while the doctor is taking money.
629,4,21.86 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",There needs to be more education on testing and cost of testing sexually transmitted infections and diseases.Or even where it can be done if a person doesn't have insurance for testing.
632,4,23.78 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I don`t believe taking phones out of hospitals or clinics would be a good idea. There is still a considerable amount of people that don`t have access to computers. But i do agree their is small things that should be cut.
641,4,23.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Not only should nurses and doctors have to pass all of their nursing exams I think they should have to pass a personality test to see what types of patients they should be allowed to work with
647,4,20.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",doctors should spend more time with their patients
657,4,18.13 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",The community should come together more and rally for more rural clinics to help those who don't live within city limits.
611,4,25.6 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",A hospital should have more doctors in the floor so the waiting time isn't as long
1423,4,18.45 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",better and more sufficient payment plans to pay off doctor and hospital bills
1320,4,17.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",If a patient goes in for help they should be given the best care and attention they need.
738,4,17.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Emergency room coverages should be free.
793,4,19.54 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Have students studying to become doctors have stricter study schedules and internships available at all times.
1254,4,19.07 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","I went to a free clinic to volunteer, and these people whose children had diabetes, a cold, etc. didn't even have any medicine at all to at least alleviate some symptoms."
1252,4,20.4 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","there should be a personality requirement for doctors and nurses. Difficult to upset, easy to calm. Optimistic and very caring. Willing to help others without being watched. Things of that nature. Nurses and doctors seem to be getting more and more cruel every year."
1246,4,22.54 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",A visitation to the emergency room costs so much even if there is nothing really wrong with you. I went to the emergency room because i got stung by a wasp and i am deathly allergic. The doctors told me that taking benedryl right after i get stung will make my swelling go down. We paid over $100 for a doctor to tell me to take a medication that most people have in their homes already.
1245,4,20.92 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","This is very true. Most families can't afford to have the patient laying in a bed for the possibility that their loved one may live, so they just tell the doctors to pull the plug. It should not cost so much for a person to lay in a bed.. only the treatment should be charged"
810,4,19.5 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",free refills on prescriptions
811,4,19.05 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",nursing homes need to make sure their nurses are taking good care of the patients
1240,4,18.13 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",who pays for the patients in the mental institutions? themselves? Us or is the government paying to keep them secure?
813,4,20.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",all schools wheel chair accessible
814,4,17.95 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",that would be more convenient for most people
1235,4,17.82 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","America needs to model it's healthcare after the Swiss. End of story. Take the precautions, take the time, but do it."
819,4,25.13 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","in regards to emergency room services, sometimes patients are forced to leave before time from the hospital by doctors, especially if the patients do not have insurance, this can lead to the patients suffering from further illnesses.  that needs to be addressed."
1259,4,21.55 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","It is unneccery to go to the ER when all you have is a common cold. Yet only a few clinics in towns stay open past 5 and only on week days. and if it cant wait till morning or the weekend but its not serious like broken bones, the ER should not be that expensive"
1231,4,20.37 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","an in depth evaluation of a specialist, or perhaps a program,  maybe over the phone or through a computer service, to help determine whether it'd be best to go to the ER versus the family doctor."
1228,4,25.13 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","This is true. If healthcare was free, doctors and nurses may get paid less and therefore, America would have an even higher demand for nurses and doctors. Many doctors may quit because the income may be cut."
824,4,20.24 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",some patients can get even sicker from hospitals. we should take more precautions in cleaning hospitals
825,4,20.2 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",nursing homes should have nurses that love and respect patients
1221,4,22.56 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I think we should make getting a doctor degree more affordable so well have more doctors and maybe even enough to have a doctor and a nurse in schools so the poor children in school can have a free doctors visit during school.
1216,4,23.88 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",health care should provide people to go to say family doctors or neighborhood doctors for the common cold or injury and leave the ER for the emergencies. Thus the ERs will be less crowded so the people who really need help can get it much much soonere
1198,4,19.08 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","And also for better, more precise surgical technologies."
845,4,20.24 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","doctors and nurses need to have a passion for their work/job, some are just there for the money"
872,4,25.14 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",doctors should spend more time with their patients. they usually see them for only a few minutes every day. I feel like some doctors only want to get their job done and do not care enough for their patients
1201,4,25.15 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",There should be more clinics around cities. It's more convenient than having to go to the doctor / a hospital if it's just a minor problem.
863,4,17.71 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","That's true, and after a short period of working they experience burnout and are not even doing their best in regards to properly caring for their patients.  They like the yearly salary, but working with people is truly not their thing."
864,4,17.22 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","technology could play a major role in preventing illnesses, diseases, etc. it wont fully eliminate it, but it would probably reduce it"
866,4,25.15 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","anybody working with people, regardless if it's in a nursing home, hospital, doctor's office, etc., should make sure that that is what they truly want to do.  it is unfortunate that at times the people that you depend on to take care of a loved one, or even yourself, do not even like what they do, totally hate their job, and might even mistreat the patients.  what's the point of making good money while working in a place which does not suit you?"
1229,4,21.47 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Hospitals seem to be discriminative when it comes to who to help first. Since America consists of many Hispanics, more Hispanic nurses and doctors should be hired."
736,4,18.3 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",I wish we had that technology
1260,4,24.71 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",the ER is just a tad too expensive. The cost is supposed to make the common cold and cuts go to a clinic and leave the ER to the emergency. But its also too expensive to make someone who might have serious problem stay at home and wait to sees if it goes away.
1266,4,27.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Yes that is a very important point. Nurses/doctors and the medical staff must be friendly , passionate , and caring because we need to make patients feel comfortable and reduce their pain and anxiety."
1312,4,19.27 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Health Care Education is good. As times go by people are starting to realize the importance of health and are willing to listen and open-minded to new ideas.
907,4,20.15 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",some hospitals give care that is unnecessary for patients and therefore will make their hospital bill higher
1310,4,31.08 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Emergency rooms can do better in a sense because they are always in a rush and some doctors don't take the time to listen to the patients needs or complaints.In order to fix the problem they should slow down and actually take the time to listen to the patient after all the patients are the ones that are paying the doctors so they should be more than willing to listen.
741,4,22.99 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Create technology that allows doctors to preform tests on a patient to make sure they are healthy.
742,4,18.89 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Virtual doctors with video chat would be a problem because actual doctors are needed to perform treatment to individuals.
1304,4,19.44 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","emergency room services are hectic, and so it should be more organized when patients are running in."
1303,4,17.95 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",pharmaceuticals are pricey
749,4,18.97 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Stop using nuclear energy. Use natural energy to create generators to keep people in hospitals alive such as wind and solar powered equipment or generators.
1300,4,17.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Pharmaceuticals should be carefully given to patients.
1298,4,23.19 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","The healthcare should pay more attention to how the patients are being treated. Some nurses/doctors and etcs can sometimes treat their patients horribly. Although it is a tough job, the health care workers are there for a reason and chose to be there. But some does not care for the patient entirely."
1295,4,19.87 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Patients always comes first. Cannot stress that enough.
1284,4,22.22 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",What if there was kind of like an OnStar for medical things. Not like webMD but actual doctors or nurses or something for emergencies. Then you could do it from your phone and whatnot
887,4,19.07 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Being in the hospital is also very expensive because prescription drugs are expensive, to come to the hospital because you're ill shouldn't cost an arm and a leg."
1283,4,22.4 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Children should also be taught not to shove their faces on computer / TV / game consoles / phone screens etc. so they don't ruin their eyes at a young age.
773,4,19.14 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Ban cigarettes by burning tobacco.
1280,4,18.06 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Or maybe everyone should have a given free set of emergency pills / medicine for their home or whatever.
897,4,22.74 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","professionals that help people transition from the hospital to their homes should be well prepared and the doctors should listen to what they have to say in regards to the client's health, and whether discharging them from the hospital may be a good idea or not at the moment."
