Line_Number	user	fake_username	timeCode	content	reply	contentSimp
34	39u12	William White	April 11, 2013, 12:33:43 PM	This should be put in the same pot as social security, and if paid for by these individuals over the span of their life, that will in the future cover their cost. Why should they be turned down if others, some not even legal in this country can receive it? This is asinine, our seniors who have paid in and worked hard, lose it all and have it given to people who have never worked a day in their life? Reform programs such as welfare and food stamps, then we can have more money to work with and begin talks on matter such as healthcare reform	6	put pot social security, paid individuals span life, future cover cost. turned others, legal country receive it? asinine, seniors paid worked hard, lose people worked day life? reform programs welfare food stamps, money work begin talks matter healthcare reform
35	39u12	William White	April 11, 2013, 12:36:59 PM	Maybe, English seems to be the universal language for many things such as business, why not healthcare. The only issue that may arise with a universale system is that I would take a strong effort by all nations taking part, and if it goes the way of the E.U., then could crumble down like domino's if one decides to drop, same matter as the current Euro Crisis	-1	maybe, english universal language things business, healthcare. issue arise universale system strong effort nations taking part, e.u., crumble domino's decides drop, matter current euro crisis
36	49s14	Suzanne Stevens	April 11, 2013, 12:38:50 PM	Why is it so expensive just to get referred to another doctor? If someone is taken to the emergency room and cant be treated, they are referred somewhere else. That referral can be done before arriving. instead you pay a minimum of 1,000 dollars, and half of the time insurance companies do not want to pay their end.	-1	expensive referred doctor? emergency room treated, referred else. referral arriving. pay minimum 1,000 dollars, half time insurance companies pay end.
37	39u12	William White	April 11, 2013, 12:41:43 PM	so such as with the elderly, we should cut their benefits since they are deemed no longer useful to society? Or i guess we can have elected death panels with can decide what is or is not necessary. Only leading back to a socialist approach. These should also receive the first attention next to small children.	-1	elderly, cut benefits deemed longer society? guess elected death panels decide necessary. leading back socialist approach. receive attention small children.
38	39u12	William White	April 11, 2013, 12:42:46 PM	I understand, and see this as an issue which needs to be resolved	36	understand, issue resolved
39	49s14	Suzanne Stevens	April 11, 2013, 12:44:56 PM	i know their are some benefits that healthcare companies offer if you live a healthy lifestyle. i think maybe our health insurance providers could offer some more incentives to a healthy lifestyle. maybe cheaper premiums and different kind of rewards.	-1	benefits healthcare companies offer live healthy lifestyle. health insurance providers offer incentives healthy lifestyle. cheaper premiums kind rewards.
40	39u12	William White	April 11, 2013, 12:45:05 PM	Termination of other social assistance programs to fund a help care plan for those who are lower income?	-1	termination social assistance programs fund care plan lower income?
41	56u29	Brenda Parsons	April 16, 2013, 12:12:30 PM	I can say what home is... I live here in Arlington. I've lived in Dallas my whole life. I have a good understanding of where home is for me. I know several other people who would say the same.	-1	home is... live arlington. i've lived dallas life. good understanding home me. people same.
42	56u29	Brenda Parsons	April 16, 2013, 12:17:30 PM	Yeah unfortunately the biggest preventive STEP that we could take is in our food. There are so many loopholes in regulations though that we are still eating poison.	33	yeah biggest preventive step food. loopholes regulations eating poison.
43	56u29	Brenda Parsons	April 16, 2013, 12:22:29 PM	Yes, these ideals should always be based on what is just. It wouldnt be right if I were a kid from a hardworking yet still living paycheck to paycheck family seeing our food being taken out of our fridge and put into another family's fridge just because they make less money- The Hardworking get punished. I've lived in my truck in the past barely making enough money to survive and living without health insurance. To many people that sounds like a risk but that's the card we have been dealt and you have to learn to live within your means.	-1	yes, ideals based just. kid hardworking living paycheck paycheck family food fridge put family's fridge make money- hardworking punished. i've lived truck past barely making money survive living health insurance. people sounds risk that's card dealt learn live means.
44	56u29	Brenda Parsons	April 16, 2013, 12:28:17 PM	I honestly believe there is no good answer to this healthcare problem. The way this looks is, no matter what someone has to pay the price for someone else to be healthy or not sick. There doesn't seem to be a good solution.	-1	honestly good answer healthcare problem. is, matter pay price healthy sick. doesn't good solution.
45	56u29	Brenda Parsons	April 16, 2013, 12:29:39 PM	Maybe the government should look into a way of funding eastern type medicines. There are so many stories of people being healed by going that route.	-1	government funding eastern type medicines. stories people healed route.
46	42u59	Kelli Lopez	April 17, 2013, 01:21:39 PM	There are plenty of non affluent neighborhoods with hospitals right up the street that have long emergency response times.  I have lost a friend because of it.	-1	plenty affluent neighborhoods hospitals street long emergency response times.  lost friend it.
47	42u59	Kelli Lopez	April 17, 2013, 01:28:24 PM	That would be nice, but unfortunately there is no money cures.	-1	nice, money cures.
48	42u59	Kelli Lopez	April 17, 2013, 01:31:54 PM	Healthcare should do a better job at foreign health screenings, there are diseases and parasites that used to be extinct in this country that have come back with full force.  For example, tuberculosis was essentially wiped out but has some how become a threat in the U.S. again.	-1	healthcare job foreign health screenings, diseases parasites extinct country back full force.  example, tuberculosis essentially wiped threat u.s. again.
49	42u59	Kelli Lopez	April 17, 2013, 01:33:48 PM	Healthcare is nearly impossible to maintain with the high number of individuals in the world today.	-1	healthcare impossible maintain high number individuals world today.
50	39u12	William White	April 18, 2013, 12:07:02 PM	I agree, i too know what home is. A global healthcare system at this time will never work. Our own nation is having a hard time with keeping the post office open, let alone a new healthcare system which has already been passed. Programs such as the UN fail left and right, showing no new signs of progress in making strides in fields such as medicine. In helping these nations the west is falling, the west being the backbone to all of this. If the west falls, everything falls.	41	agree, home is. global healthcare system time work. nation hard time keeping post office open, healthcare system passed. programs fail left right, showing signs progress making strides fields medicine. helping nations west falling, west backbone this. west falls, falls.
51	39u12	William White	April 18, 2013, 12:09:53 PM	I concur, screenings for anyone who is coming into our nation from foreign zones, or places which do not have the same standards of healthcare as our own. This may seem unfair, but we cannot have our own get sick and die because someone was mad that they had to go through additional screenings before entering. Coming over into the US is not a right, but a privilege unless you are a US citizen. We owe nothing to anyone else, and likewise for others owing anything to us.	48	concur, screenings coming nation foreign zones, places standards healthcare own. unfair, sick die mad additional screenings entering. coming right, privilege citizen. owe else, likewise owing us.
52	39u12	William White	April 18, 2013, 12:20:54 PM	"Less government short of Anarchy is what our goal should be here. Understandably there should be standards set, education of physicians and medical personnel, medications, so on and so forth. But to the point in which the government wants to compete, and directly effect the healthcare system? This is where it has gone to far. Forcing every American to buy insurance, lying by saying that the penalties of not doing so is a tax. You can read the health care plan after it is passed???? This is terrifying, that the average American will stand for this, and reelect the same individuals responsible, and their excuse, "" Well at least they are trying"". 40% of americans are on some form of government assistance, and the president keeps saying that things are getting better, and more and more americans are out of work, many illegals receive free healthcare, while not paying taxes. Many americans receive benefits while sitting on their -----, and not contributing in their lifetimes while everyone else has to. As said by a famous scholar, every democracy will die, once its people realize that they can elect themselves benefits, or as we may know it ""freebees"". There should be no discussion past regulations."	-1	"government short anarchy goal here. understandably standards set, education physicians medical personnel, medications, forth. point government compete, directly effect healthcare system? far. forcing american buy insurance, lying penalties tax. read health care plan passed???? terrifying, average american stand this, reelect individuals responsible, excuse, "" trying"". 40% americans form government assistance, president things better, americans work, illegals receive free healthcare, paying taxes. americans receive benefits sitting -----, contributing lifetimes to. famous scholar, democracy die, people realize elect benefits, ""freebees"". discussion past regulations."
53	88u75	Christopher Merritt	April 18, 2013, 12:43:46 PM	Mental disabilities are one of the biggest problems in our society. This is also a reason why in Europe are not that much killed people by weapons as in the USA because everytime when in Europe is somebody depressed he goes to the psychologists who takes care of him. This appointment is payed at least until a certain boarder by the health insurence. Here in the US this does not exist because the health insurence is not mandatory for every citizen and when here somebody is depressed he or she is just freaking out and lives his or her worst fantasies	-1	mental disabilities biggest problems society. reason europe killed people weapons usa everytime europe depressed psychologists takes care him. appointment payed boarder health insurence. exist health insurence mandatory citizen depressed freaking lives worst fantasies
54	88u75	Christopher Merritt	April 18, 2013, 12:46:10 PM	you never know what can happen and every person who is on this earth deserves help. Also every kind of this people can develop the medicine by trying new things when the patient agrees	-1	happen person earth deserves help. kind people develop medicine things patient agrees
55	88u75	Christopher Merritt	April 18, 2013, 12:48:40 PM	The euro crisis is something completely different. This is a financial politcal part where Greece cheated and destroyed everthing with the corruption.	35	euro crisis completely different. financial politcal part greece cheated destroyed everthing corruption.
56	49s14	Suzanne Stevens	April 19, 2013, 12:18:18 PM	The reason why we're in such a bind with our healthcare is because we're a take now think later society. we're spending billions of dollars on research and the use of pharmaceutical drugs. people turn to these drugs because its easy.	-1	reason we're bind healthcare we're society. we're spending billions dollars research pharmaceutical drugs. people turn drugs easy.
57	49s14	Suzanne Stevens	April 19, 2013, 12:21:50 PM	Another big problem is foreigners that are benefiting from free health care that American citizens are paying for. i understand they want to come here for a better life but we have to come up with some plan that forces them to contribute. too many people are looking for handouts now a days or expect someone to help bail them out of their situation	-1	big problem foreigners benefiting free health care american citizens paying for. understand life plan forces contribute. people handouts days expect bail situation
58	49s14	Suzanne Stevens	April 19, 2013, 12:26:31 PM	Healthcare should be treated like buying a car. you may want a 2013 Camaro but don't have the down payment or the credit score. a car dealership isn't going to give you a handout. You have to settle for something less or what you can afford or account for.	-1	healthcare treated buying car. 2013 camaro don't payment credit score. car dealership isn't give handout. settle afford account for.
59	49s14	Suzanne Stevens	April 19, 2013, 12:28:50 PM	the only thing with that is, more money would have to come out of our pockets	14	thing is, money pockets
60	49s14	Suzanne Stevens	April 22, 2013, 11:40:28 AM	"why should we buy into this new healthcare system if congress is not? Obama was asked the question ""will you and your family adopt this new healthcare plan""? He danced around the question and did not answer. Other members of congress were asked the same question and they said they will ""think about it"""	-1	"buy healthcare system congress not? obama asked question ""will family adopt healthcare plan""? danced question answer. members congress asked question ""think it"""
61	49s14	Suzanne Stevens	April 22, 2013, 11:51:35 AM	"This will always be a problem. also Europe has cameras on almost every street corner. That is why crime and violent acts are so uncommon. I personally think that our country should really consider doing the same. Going back to health Insurance. If we dedicate more time to research on new and improved drugs for people with ""mental illness"", we're taking away time and money away from the leading cause of death here in the U.S., which is cardiovascular disease. This disease is one of the main reasons why our healthcare has become such a problem."	53	"problem. europe cameras street corner. crime violent acts uncommon. personally country same. back health insurance. dedicate time research improved drugs people ""mental illness"", we're taking time money leading death u.s., cardiovascular disease. disease main reasons healthcare problem."
62	56u29	Brenda Parsons	April 23, 2013, 12:11:36 PM	Yes but it is to big of a cost to try and help everyone. Natural selection should be considered here. We cant save everyone, especially when those being saved will not have a high quality of life if kept alive.	-1	big cost everyone. natural selection considered here. save everyone, saved high quality life alive.
63	56u29	Brenda Parsons	April 23, 2013, 12:16:47 PM	Thinking with your heart - won't get you anywhere in business as so with coming up with a financially responsible healthcare plan that is just.	37	thinking heart - won't business coming financially responsible healthcare plan just.
64	56u29	Brenda Parsons	April 23, 2013, 12:21:49 PM	You're right... I have a bad knee and bad shoulder but I can't afford to go to a doctor. But the last thing I want is to get a hand out. This health care stuff sucks... theres no solution	58	you're right... bad knee bad shoulder can't afford doctor. thing hand out. health care stuff sucks... solution
65	88u75	Christopher Merritt	April 23, 2013, 12:24:35 PM	We are not living in the time of Charles Darwin anymore. It is not about who can be saved who not but it is about that every body is created equal. If we would set a boarder where we would not help anymore people with big health problems, a big corruption crisis would occur.	62	living time charles darwin anymore. saved body created equal. set boarder anymore people big health problems, big corruption crisis occur.
66	56u29	Brenda Parsons	April 23, 2013, 12:29:49 PM	What if for people to get the health care they wanted but could not afford it they had to pay by community service for a government job. This would allow the govt to cut back on jobs which means less salaries to pay but then allows patients to get better care. Of course this sounds simplistic but the jobs could accomModate based on disability or whatever and is open to any kind of adjustment. At the end of the day spending has to be cut somewhere in order to provide more affordable healthcare or debt ceiling is just raised and the dollar crashes faster.  	-1	people health care wanted afford pay community service government job. govt cut back jobs means salaries pay patients care. sounds simplistic jobs accommodate based disability open kind adjustment. end day spending cut order provide affordable healthcare debt ceiling raised dollar crashes faster.  
67	88u75	Christopher Merritt	April 23, 2013, 12:30:05 PM	This is the point we can not be afraid of people or work that people do who actually want to help us. If this opinion would occur at more and more people we would live in a sick society and the doctors would become unemployed.	64	point afraid people work people us. opinion occur people live sick society doctors unemployed.
68	88u75	Christopher Merritt	April 23, 2013, 12:32:26 PM	Health insurences should be available for everybody and cover every health disability except body/beauty makeovers.	-1	health insurences cover health disability body/beauty makeovers.
69	39u12	William White	April 25, 2013, 12:09:47 PM	This showed the hypocrisy of our current system, do as I say not as i do. This double standard is wrong, that certain individuals because of status can opt out of a mandatory program, while others are forced to stay in, or are fined for not doing so. Why not make everyone participate, it is only fair. 	60	showed hypocrisy current system, do. double standard wrong, individuals status opt mandatory program, forced stay in, fined so. make participate, fair. 
70	39u12	William White	April 25, 2013, 12:12:13 PM	they are to an extent, but I agree, a separate government program should be in place to take care of such matters. Like welfare for example, it is there for those who need it to use, but is optional, this is the system we should have in place, and we do, Medicaid and Medicare.	68	extent, agree, separate government program place care matters. welfare example, use, optional, system place, do, medicaid medicare.
71	39u12	William White	April 25, 2013, 12:13:58 PM	Making the playing field level then, don't give one person an advantage that you would not give another. We have health issues here that must be taken care of, and until then, we need to stay focused and help our own.	65	making playing field level then, don't give person advantage give another. health issues care of, then, stay focused own.
72	39u12	William White	April 25, 2013, 12:18:56 PM	But who should stripe me of this thought, and on what grounds? I feel that a group of people who have paid in, and are our elders, they need to be taken care of, not thrown by the wayside. I think that the bigger issue is that as a nation we are straying away from who we are. Granted I am thinking with my heart, but in the end it is for better not worse. Communism seems to be such a beautiful thing, common sense applied, pure perfection, but the one rule which it does not take into account? We as humans are not perfect. We cannot have a Utopia, it is against our nature.	63	stripe thought, grounds? feel group people paid in, elders, care of, thrown wayside. bigger issue nation straying are. granted thinking heart, end worse. communism beautiful thing, common sense applied, pure perfection, rule account? humans perfect. utopia, nature.
73	39u12	William White	April 25, 2013, 12:30:25 PM	I think we should leave our healthcare system intact at the moment, hesitating any major changes. Instead small incremental changes are necessary, something that takes time, nothing drastic and overnight, we cannot rush this. Most people do not realize that it took time to assemble such a system, with much though put into it, why not continue to do the same in regards to changing it?	-1	leave healthcare system intact moment, hesitating major changes. small incremental necessary, takes time, drastic overnight, rush this. people realize time assemble system, put it, continue changing it?
0	93w31	Tyrone Spears	March 25, 2013, 01:29:43 PM	The first thing they could do it lower the cost of over counter medicine. People genially pay a great amount for what the Doctor give you so they cost of medicine you can get in any sore should cost as much.	-1	thing lower cost counter medicine. people genially pay great amount doctor give cost medicine sore cost much.
1	93w31	Tyrone Spears	March 25, 2013, 01:39:06 PM	When they have to renew there persription, they should just let all the branches of the pharmacy know that they renewed it.	0	renew persription, branches pharmacy renewed it.
2	36w32	Charles Coleman	March 25, 2013, 03:16:45 PM	"as far as ""everyone should have healthcare"" there should be a minimum line for those who can not afford it, but obviously still need a basis of care"	-1	"""everyone healthcare"" minimum line afford it, basis care"
3	36w32	Charles Coleman	March 25, 2013, 03:17:40 PM	we need a nationwide data base for when a prescription is prescribed so that drug seekers cannot get a hold of too much medicine	2	nationwide data base prescription prescribed drug seekers hold medicine
4	36w32	Charles Coleman	March 25, 2013, 03:18:41 PM	we need a quick fix for MRIs because we are running out of Helium which is needed for MRIs	-1	quick fix mris running helium needed mris
5	36w32	Charles Coleman	March 25, 2013, 03:21:23 PM	General practitioners need a higher salary or else more and more doctors are going to specialize their field of study because the benefits are better. We don't want to run out of general practitioners	-1	general practitioners higher salary doctors specialize field study benefits better. don't run general practitioners
6	36w32	Charles Coleman	March 25, 2013, 03:23:44 PM	lower incomes should have access to diagnosis and prescription or shot, but not ER services or specialist appointments (like podiatrist, dermatologist, etc)	3	lower incomes access diagnosis prescription shot, er services specialist appointments (like podiatrist, dermatologist, etc)
7	36w32	Charles Coleman	March 25, 2013, 03:32:30 PM	all insurances should be accepted at every general/ family doctor and walk in clinic	-1	insurances accepted general/ family doctor walk clinic
8	36w32	Charles Coleman	March 25, 2013, 03:34:09 PM	mental health care should be made more affordable	-1	mental health care made affordable
9	36w32	Charles Coleman	March 25, 2013, 03:36:57 PM	education for doctors (med school) should be made more affordable	-1	education doctors (med school) made affordable
10	31w33	Patricia Hartman	March 26, 2013, 11:22:06 AM	one word CUba	-1	word cuba
11	31w33	Patricia Hartman	March 26, 2013, 11:22:13 AM	england	-1	england
12	31w33	Patricia Hartman	March 26, 2013, 11:22:28 AM	and other countries that provide free healthcare	-1	countries provide free healthcare
13	31w33	Patricia Hartman	March 26, 2013, 11:23:20 AM	Our taxes should be going to the medical industry and not to weaponry, as we are in severe need of more public hospitals and parkland alone will not cut it	-1	taxes medical industry weaponry, severe public hospitals parkland cut
14	31w33	Patricia Hartman	March 26, 2013, 11:23:33 AM	I like the universal health care system	-1	universal health care system
15	31w33	Patricia Hartman	March 26, 2013, 11:25:05 AM	private insurances can still be available, and should not fear the rich class, but a free healthcare is a must for the less fortunate. There shouldn't be anyone who can't afford treatment.	14	private insurances available, fear rich class, free healthcare fortunate. shouldn't can't afford treatment.
16	31w33	Patricia Hartman	March 26, 2013, 11:25:45 AM	For America to be one of the top countries in the world, if not the best, we should have this soved ASAP	-1	america top countries world, best, soved asap
17	31w33	Patricia Hartman	March 26, 2013, 11:26:57 AM	Emergency room services at the public hospital should not be hours and hours of wait time. This is something that needs to be resolved and not looked over.	-1	emergency room services public hospital hours hours wait time. resolved looked over.
18	31w33	Patricia Hartman	March 26, 2013, 11:27:21 AM	Doctors should help everyone and anyone not worrying about their stats.	-1	doctors worrying stats.
19	31w33	Patricia Hartman	March 26, 2013, 11:28:18 AM	For example, my grandpa was in the hospital and the doctor gave up on him, but we took him to another hospital and now he is doing fine.	18	example, grandpa hospital doctor gave him, hospital fine.
20	31w33	Patricia Hartman	March 26, 2013, 11:29:10 AM	A reform is a  ust	-1	reform a  ust
21	31w33	Patricia Hartman	March 26, 2013, 11:29:24 AM	it should not be rich vs poor in this matter	-1	rich poor matter
22	31w33	Patricia Hartman	March 26, 2013, 11:31:29 AM	Although, you do have a point to a certain extent, general doctors are specialized as well. Those doctors are usually the first case of defense in 90% of the cases. They should not be paid more because they are general, they are already paid well compared to a specialized doctor as well.	5	although, point extent, general doctors specialized well. doctors case defense 90% cases. paid general, paid compared specialized doctor well.
23	31w33	Patricia Hartman	March 26, 2013, 11:33:26 AM	That is pretty messed up to say, they have a right to live just as much as anyoen else too. I dont know if you know but people have died from skin disease and other specific diseases that an individual with specalized case can resolve.	6	pretty messed say, live anyoen too. people died skin disease specific diseases individual specalized case resolve.
24	31w33	Patricia Hartman	March 26, 2013, 11:34:27 AM	Also, emergency services is a must hence the emergency part.	23	also, emergency services emergency part.
25	31w33	Patricia Hartman	March 26, 2013, 11:36:38 AM	Education is the answer for the Healthcare	-1	education answer healthcare
26	31w33	Patricia Hartman	March 26, 2013, 11:37:40 AM	Also, being open minded I know for the longest Cuba has one of the worlds best healthcare system, yet we dont copy them because they are not the same polical party.	25	also, open minded longest cuba worlds healthcare system, copy polical party.
27	31w33	Patricia Hartman	March 26, 2013, 11:40:53 AM	Doctors and anyone working in the medical feild should have strict supervision on how well they have bed manors.	-1	doctors working medical feild strict supervision bed manors.
28	31w33	Patricia Hartman	March 26, 2013, 11:41:52 AM	I was with my grandpa at the hospital, and there was an indian intern who came in for respiratory treatements, and I wanted to punch him in the face.	-1	grandpa hospital, indian intern respiratory treatements, wanted punch face.
29	93w34	Mark Davis	March 26, 2013, 01:36:19 PM	Its true that doctors should help as many people as they possibly can, but if doctors didn't look at a person's healthcare records for payment and found out later they didn't have insurance or can't afford the care, then it may just come back on your own healthcare bill to pay for the costs. Instead of letting anyone with or without insurance get healthcare service,  the country should work towards lowering the cost of healthcare insurance itself so everybody can have an equal opportunity for care.	18	true doctors people possibly can, doctors didn't person's healthcare records payment found didn't insurance can't afford care, back healthcare bill pay costs. letting insurance healthcare service,  country work lowering cost healthcare insurance equal opportunity care.
30	93w34	Mark Davis	March 26, 2013, 01:39:26 PM	If more students were involved in taking job opportunities at PhysScribe Inc, or volunteered at hospitals to assist medical teams, care could be administered to patients more frequently while students did all the small and inattentive details.	-1	students involved taking job opportunities physscribe inc, volunteered hospitals assist medical teams, care administered patients frequently students small inattentive details.
31	93w34	Mark Davis	March 26, 2013, 01:47:12 PM	It is offensive to say that those who have low incomes shouldn't have access to the ER or specialist, but I believe the other person meant that having a low income means they cant afford insurance to get that care, not that they don't deserve care. Everybody deserves care. To solve this problem, we just need to lower the healthcare cost to help those with low incomes or who can't afford insurance to get this special care as much as possible.	23	offensive low incomes shouldn't access er specialist, person meant low income means afford insurance care, don't deserve care. deserves care. solve problem, lower healthcare cost low incomes can't afford insurance special care possible.
32	64w35	Ana Garrett	March 28, 2013, 11:29:41 AM	We also need to look at how the person's lifestyle is also if they say that they can't afford healthcare, some people can't afford healthcare but they can afford an iPhone? People like that shouldn't have the privilege of having healtcare being provided from someone else.	31	person's lifestyle can't afford healthcare, people can't afford healthcare afford iphone? people shouldn't privilege healtcare provided else.
33	64w35	Ana Garrett	March 28, 2013, 11:32:02 AM	I feel that single mothers with children should automatically have healthcare. My sister just had a child and she was on Medicare and as soon as my niece was born she was off the insurance.	-1	feel single mothers children automatically healthcare. sister child medicare niece born insurance.
34	64w35	Ana Garrett	March 28, 2013, 11:33:23 AM	Maybe there shouldn't be a deductible.	-1	shouldn't deductible.
35	64w35	Ana Garrett	March 28, 2013, 11:34:02 AM	Maybe co-pays should be lowered?	-1	co-pays lowered?
36	64w35	Ana Garrett	March 28, 2013, 11:36:18 AM	Maybe instead of all these nursing programs that you could do in a couple of months that you always see commercials for on tv they should use that money to put into healthcare.	-1	nursing programs couple months commercials tv money put healthcare.
37	64w35	Ana Garrett	March 28, 2013, 11:41:01 AM	with that maybe their medication be lowered too.	15	medication lowered too.
38	64w35	Ana Garrett	March 28, 2013, 11:46:46 AM	I feel that they make some machines that are unnecessary that cost a lot of money.	-1	feel make machines unnecessary cost lot money.
39	31w33	Patricia Hartman	April 02, 2013, 11:14:50 AM	I agree with that, but specialization should be available if needed.	3	agree that, specialization needed.
40	31w33	Patricia Hartman	April 02, 2013, 11:16:41 AM	Healthcare should be nationalized	-1	healthcare nationalized
41	31w33	Patricia Hartman	April 02, 2013, 11:16:58 AM	"one word ""cuba"""	-1	"word ""cuba"""
42	31w33	Patricia Hartman	April 02, 2013, 11:17:48 AM	Establishment of better healthcare structure is a must.	-1	establishment healthcare structure must.
43	31w33	Patricia Hartman	April 02, 2013, 11:19:24 AM	Recognize the problem and take serious steps to improve it.	-1	recognize problem steps improve it.
44	31w33	Patricia Hartman	April 02, 2013, 11:22:23 AM	Private insurance will never go away, at the end of the day the rich should not be penalized for success.	37	private insurance away, end day rich penalized success.
45	31w33	Patricia Hartman	April 02, 2013, 11:24:08 AM	That will not give the poor any more options. poor will not save there money for a lower copay, yet waste it and rely on help from the government.	35	give poor options. poor save money lower copay, waste rely government.
46	31w33	Patricia Hartman	April 02, 2013, 11:32:02 AM	Free healthcare should be at an adequate level, not there just for looks.	-1	free healthcare adequate level, looks.
47	31w33	Patricia Hartman	April 02, 2013, 11:34:35 AM	WELL cuba is actually the worlds leading healthcare, so not just any country.	12	cuba worlds leading healthcare, country.
48	93w34	Mark Davis	April 02, 2013, 11:47:03 AM	If the government made one small change to general finances, a ripple effect could be made. For instance, if the government decided to put more money towards education, more students would arise with affordable college tuition. With more students, there's a higher chance of healthcare staff. Increase in hospital staff, increase in patient health and care production. Great production, then increase in hospital income, and finally prices on machines would be more affordable and cut backs would be made on health insurance for patients.	-1	government made small change general finances, ripple effect made. instance, government decided put money education, students arise affordable college tuition. students, there's higher chance healthcare staff. increase hospital staff, increase patient health care production. great production, increase hospital income, finally prices machines affordable cut backs made health insurance patients.
49	36w32	Charles Coleman	April 02, 2013, 12:06:18 PM	yes maybe rearranging our taxes or where america is spending their money would help provide for cheaper or maybe free healthcare	13	rearranging taxes america spending money provide cheaper free healthcare
50	36w32	Charles Coleman	April 02, 2013, 12:08:27 PM	Maybe we could resolve this by making the education cheaper for those who work in the ER or prompt them with better benefits so that their late hours and stressful jobs will be worth while and more people would apply for that carreer	17	resolve making education cheaper work er prompt benefits late hours stressful jobs worth people apply carreer
52	36w32	Charles Coleman	April 02, 2013, 12:13:21 PM	encouraging and rewarding college student volunteering is a good idea. It could make the system more efficient without putting in extra costs.	30	encouraging rewarding college student volunteering good idea. make system efficient putting extra costs.
53	36w32	Charles Coleman	April 02, 2013, 12:17:17 PM	it doesn't mean their skin disease can't be taken care of. Its more like curing acne or getting cosmetic work done that shouldnt just be given out for free. I'm simply saying, we need more general practioners that have a wide range of intelligence on different diseases because sending people to a specialized doctor is more expensive and our government doesn't have that kind of money for every poor person out there.	23	doesn't skin disease can't care of. curing acne cosmetic work free. i'm simply saying, general practioners wide range intelligence diseases sending people specialized doctor expensive government doesn't kind money poor person there.
54	36w32	Charles Coleman	April 02, 2013, 12:20:06 PM	to specify, single mothers WITH LOW INCOME should have access to healthcare. not just any single mother. But does this not create problems? Like what about single fathers with children?	-1	specify, single mothers low income access healthcare. single mother. create problems? single fathers children?
55	36w32	Charles Coleman	April 02, 2013, 12:22:41 PM	It is easy to notice the close doctor-patient relationship going away in these times, so yes I think this would be great for America to just make the experience more enjoyable.	28	easy notice close doctor-patient relationship times, great america make experience enjoyable.
56	36w32	Charles Coleman	April 02, 2013, 12:25:33 PM	Yes, we need to find a way to really regulate who can afford this and who cannot. I know somebody said this shouldn't be a matter of rich or poor but if you can afford to have healthcare insurance, then you should get it.	32	yes, find regulate afford cannot. shouldn't matter rich poor afford healthcare insurance, it.
57	64w35	Ana Garrett	April 02, 2013, 12:50:04 PM	They should make machines that can make things go faster in the ER. On a recent episode of Grey's Anatomy they have a machine that can take a full body x-ray in 13 seconds. Can cut down on wait time.	-1	make machines make things faster er. recent episode grey's anatomy machine full body x-ray 13 seconds. cut wait time.
58	93w31	Tyrone Spears	April 04, 2013, 12:54:02 PM	yes but that why would argue the fact that we need them to lower the prices for health care and on insurance.	2	argue fact lower prices health care insurance.
59	93w31	Tyrone Spears	April 04, 2013, 12:57:37 PM	Yeah we should think about single parents!!	54	yeah single parents!!
60	93w31	Tyrone Spears	April 04, 2013, 01:03:17 PM	the reason they don't have a wide range is to get money they are people to just like us they need the money to survive. I get what your saying but that's a lot to put on a doctor to know about the sink an know about the organs, and the eyes. Their only a few doctors left that probably do  have a wide range and because of that they are not affordable for everybody.	-1	reason don't wide range money people money survive. that's lot put doctor sink organs, eyes. doctors left do  wide range affordable everybody.
61	93w31	Tyrone Spears	April 04, 2013, 01:08:02 PM	I don't think we will ever change how long we wait people get hurt everyday. Unless the doctor is bad you would be waiting	50	don't change long wait people hurt everyday. doctor bad waiting
62	64w35	Ana Garrett	April 09, 2013, 11:44:20 AM	Yes we do. I know of someone that had given false information because she really needed to go to the hospital and she didn't have papers. Maybe we should think of a better way to check information because someone has to pay for those costs.	56	do. false information needed hospital didn't papers. check information pay costs.
63	64w35	Ana Garrett	April 09, 2013, 11:48:16 AM	I've heard, don't quote me, that once the Obamcare starts that you will penalized and have to get the government insurance which is better than some insurances and cheaper. Why don't we all just get that insurance. I fell like it would just make things so much easier with just one insurance for everyone.	-1	i've heard, don't quote me, obamcare starts penalized government insurance insurances cheaper. don't insurance. fell make things easier insurance everyone.
64	64w35	Ana Garrett	April 09, 2013, 11:50:55 AM	Maybe more free clinics? Cause I know that they can get really packed and maybe people don't want to wait and maybe that's how emergency rooms get over crowded and we have to wait a while.	-1	free clinics? packed people don't wait that's emergency rooms crowded wait while.
65	36w32	Charles Coleman	April 09, 2013, 12:42:47 PM	I know from my families jobs that people go to the ER for seemingly ridiculous things. Perhaps we could screen these people out to avoid unneccesary wait time and spending	-1	families jobs people er seemingly ridiculous things. screen people avoid unneccesary wait time spending
66	36w32	Charles Coleman	April 09, 2013, 12:44:52 PM	i think it is just a matter of getting more people and bigger facilities. We just have to find a way to get the money	61	matter people bigger facilities. find money
67	36w32	Charles Coleman	April 09, 2013, 12:47:41 PM	money is an issue to have better technology takes a lot more money. Figuring out where to get this money is the next big step	-1	money issue technology takes lot money. figuring money big step
