Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1273,6,breaking things apart using only your bare hands,"hand, balloon, instead, use, kick, foot, football, similar, soccer, difficulty"
965,7,"Bowling mini-golf. The same sports, but instead of lanes, you are on a mini golf course and there is no putter. Also not only do you have to knock down the pins, but you must also put the bowling ball in the hole.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
102,7,"Steps on the sand are limited so you can either shoot the ball or pass it, running around the field is prohibited","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
64,7,Using skateboards to play something similar to hockey on the streets. Perhaps have a ball and use a stick.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1071,7,"using bandanas and tucking them into the back of your pants, play tag but only be able tag by pulling on the bandana","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1368,7,"The tree trunks have to be about the same in weights, height and circumference","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1615,7,"Jumproping, individually, but in teams to see which team jumpropes longer. For example, one player jumpropes until exhausted, then tags teammember to start jumproping.  2 players, each can only do one round.  Team who goes longer wins--measure endurance.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
63,7,Playing hide and go seek in a forest and see who is able to find other people the quickest.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1075,7,"using a spindle of yarn, try to see who can make the strongest rope by testing weights attached to the rope created","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
110,7,"Also you have to put the oxygen tanks into consideration because the heavier breathing there is the more oxygen your requiring, so either your only going to allow the player like 5 min or something...","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
497,7,"maybe one of the underwater rocket things that you can play with in the pool. they don't float, but they don't sink immediately either, and it can be guided and thrown under water with ease.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2156,7,"winning will also be determined by the accuracy of correct steps that the player was able to do, or the player who was able to hit more arrow steps than the other wins","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
575,7,"Legs are always used in sports, they are depended upon for speed, what if this sport didn't involve speed at all but precision","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2052,7,"We could give them limited use of utensils, say a pan and a pot for heat related dishes, but that would be all.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1481,7,boy scouting....have a group of girls go find a good looking guy in a forest and whoever finds the guy wins.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
62,7,Using trashcans to see who can roll down a hill the fastest,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
65,7,See who can hit cans the most accurately with a sling shot.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
285,7,"There should be a way to tell if people are zombies or not. Therefore, the infected people should maby walk like a zombie with their hands out in front of them.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
678,7,"weighted sticks with protective armor, like kendo, except weapons is more like a staff and won by submission, knockout, etc. not by points","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2656,7,"I like the idea of a team that is linked together. It makes them only as strong as the weakest link. This doesn't necessarily have to involve bicycles too, and the tether could be applied elsewhere","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
495,7,Would it be a ball that doesn't float up to the top?,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1346,7,"Trunk toss: 2 opponents, who can throw a tree trunk the furthest.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
706,7,A game where fire proof clothes are needed. if not you die. its pretty much fire proof soccer. everything is on fire beside you the crowd and your suit,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1415,7,The frisbee cannot be taken underwater.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2066,7,"These contestant will go through viguours exercises such as hiking, biking, and moutain climbing to catch clues on how to find each other.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2766,7,The table itself could be misshapen so that the ball has irregular bounces. That way it would require very fast reflexes by the players.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1872,7,jumping/wrestling on a bouncy surfaced platform until the last competitor is left on the platform.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1871,7,Bowling on a grass surface and the furthest distance rolled wins.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
255,7,"[""the person who heard the frog, taps the person in front of him, and imtates a frog, can't make sounds or anything""]","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2900,7,need oxygen tanks to avoid bursting blood vessels during lifts from not breathing.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2110,7,"For this new sport it would be difficult to tell after the first hit whether the paint was already there or if it was a fresh paintball spot. This game sounds like a real life ""Call of Duty"" but not with real guns, since that would be deadly. The night vision idea is great, it gives you a better view of opponents in plain sight but also gives you that frightening feeling of watching your back.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1039,7,"A point should not be deducted from the opposing team when a team scores because there are two methods of scoring (meaning double the point possibilities). It would be more fair to both sides not to have this guarantee of losing points. Or perhaps the point could only be deducted when someone catches the ball when they shouldn't. Or better yet, have points given only when the other team doesn't re-serve and have a point taken only when someone catches the ball when they shouldn't.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
804,7,"3+ players. each has a paintball gun. There is one round for every player that is in the game. Each player takes turns being the ""loner"". The loner has 1 minute to find a proper place to hide. After this time the other players begin to search for them. The other players have to loudly and clearly count to 10. Every 10 seconds the loner is allowed to shoot anyone he sees. If he doesn't see anyone he still has to shoot something. This will leave a mark and make a noise to make it easier for players to look for him. Every time the loner shoots another player and hits them they score a point. If a player is able to hit the loner then the round ends and that person gets points equal to the number of players in the game (in a game of 3 people finding and hitting the loner would count for 3 points)","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
78,7,"Underwater Football, oxygen tanks will be provided.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
162,7,Have Racers of the same weight class roll down the hill.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1571,7,You can interupt another competitiors hula hooping by distracting them but you cannot touch them with your body.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1925,7,"I like your addition to the sport.The only problem I see with that is that a player might camp out and hide the whole game and automatically be admitted to sudden death just be lasting the whole game. Initially, the original author of the game tried to prevent campers by giving the player with the most points at the end the edge rather than the player that lasts the longest.  I love the idea of a player earning double points from using materials found in nature for gadgets rather than materials given to him.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
97,7,"With the round table you'll have more space to run around. Maybe do 3 v 3 with this table and same rules with ping pong except you have to feed (serving to) the only one person the entire round instead of alternating. After that people have to alternate hitting the ball (same person can't hit the ball twice in a row, so everyone has to go)","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2725,7,"*=-and have the elliptical abruptly change speed, intensity, and the grade.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2994,7,['Category 1 - Grappling only until three submissions or one knockout are obtained in each round'],"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2077,7,"Playing this in the dark would be so much more intense especially since you won't be able to see your opponent's vest. The uniforms of the teams will be of neon colors that way you will still be able to play the game.To avoid too much injury, the tunnels or obstacles will be outlined with neon colors as well.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
72,7,See who can build a fire the fastest with an assortment of objects,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
439,7,"['The building is heavily guarded, and the guards are not only armed with nonlethal weapons, the building has video surveillance at all times.']","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
827,7,"The arena of this game is held in a room similar to laser tag. All team members wear neon vests that are able to be seen in the black lighted arena, but when you are the loner you are able to take off this vest to make it harder for you to be found. All paint used from the paint gun will be brightly colored to be able to be seen easily for referees","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
359,7,"How tall can some one build a tower with one piece of paper, tape, and 20 straws.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
68,7,Sport to see who can walk the fastest (speed-walking).,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1319,7,"Another sport could involve limbo-ing. Have a bar set kind of low, and have players balance an object on their face without making it fall. They can't put anything in their mouth or nose though, they can't tuck things under their chin, and they can use their hair and ears.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2436,7,There is also a gun on the front of the car that the driver controls which shots out balls at the opponent shooters. This is a distraction and might successfully result in the shooter missing the ball. This relies heavily on teamwork since the driver is mainly in control of where the shooter shoots and goes. There are Five go carts on a team with one person singly in a go kart acting as goalie to prevent shots going in the goal.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
713,7,Cant suck at throwing a ball,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2415,7,the only padding should be lacrosse like helmet and a mouthpiece. the game could last 3 10min quarters with an intermission between the 2nd and 3rd quarters(like hockey),"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
190,7,"lie down a fork on a desk, and try to put a quarter inside one of the spaces by rolling it down","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1349,7,tree jumping - the athlete has to jump from tree to tree where the heights of the trees are all around 10 feet or more depending on how daring the players want to be. They have to be timed in doing this and whoever has the best time wins. You will be out automatically if you fall or climb down from the trees instead of jumping. The athlete also runs the risk of being seriously injured or dying.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2037,7,Find a letter in an unknown place. Have a group of people come together and solve riddles to find their letter. They are not provided with transportation means. All participants are put in a camp where they will have to come back to at the end of the day.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1103,7,"Zombie infection game with paintball. Using paintball guns and sling shots. The sling shots will be the infected zombie. If they shoot and hit their target, they will be infected and have to turn over their paintball gun into a sling shot. This game spreads till the last person not infected survives. The uninfected players with the paint ball guns are able to slow down the infected each time they shoot. For instance the zombie is running towards you, if they're hit they have to walk slowly towards you and can shoot you with their slingshot.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1104,7,"Creating some sort of technology. Five electrical engineer are placed in a room and is told to build something. What they have is a circuit board, ohm resisters, wires, LEDs, batteries, monitors, voltage monitors, soldiering iron, speakers, and a heat gun. Having these tools at their expense, the first person to build a siren that flashes the LED wins. They're not told what they're suppose to build.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1105,7,Another game would be road side assistance. The objective is to see who can change a flat tire the fastest using the car's stock jack and four-way. Without any assistance from another the person is to change the flat tire with a spare locked in the trunk. The person to finish the fastest wins.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2195,7,"If the game is being played underwater, which is the way I see it, the best current sport for the idea would be football. Instead of a quarterback, the game would have a kind of launcher for a ball, and other players would have to catch it or defend the launcher until he fires his shot. Because a player can't be knocked down underwater per se, the teams would wear flags of some kind to be pulled away to signify that they have to stop, and launch again in order to gain more distance towards the goal.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2196,7,"While a launcher isn't perfect, because of the precision allowed by one, it'd be better to make a larger playing field. In football there are also multiple opportunities to make a certain yardage, perhaps in the case of this underwater incarnation, for each failure to make the needed distance, greater difficulty is applied by simulating water currents that make a shot more difficult, giving the defending team a greater chance of intercepting the ball or preventing their opponents from making a catch.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
510,7,"Using slingshots, people compete individually to see how far they can shoot a ball. Every round whoever shot the shortest amount gets eliminated and they continue to do that until there is only one left. Kind of like shotput.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
937,7,**=- Underwater breathe holding contest,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1460,7,money tree.....hang a dollar at the top of the tree and see who can climb the top and get the dollar the quickest.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1441,7,With oxygen masks so people don't drown and die,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2959,7,"['Players will be placed in different parts of the playing field (i.e.: different rooms or different areas of a forest). Players will attempt to shoot as many players as they can before being shot. Once they are shot, they can no longer shot the ""eliminated"" people, but instead, team up with them to continue shooting the players who have not been shot yet.']","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2248,7,"this game is done inside the mall its like a scavenger hunt but you are given 3000$ and you have to spend it all with in 5 hours and you cannot buy just anything, it has to be something that you need or some type of clothing but you have to fit everything. and 1 item cannot cost more than 140$","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1717,7,This sport will be played underwater using diving equipment. An object will be placed in a specified location and a team of 4 divers must search for the object. The first team to find the object wins. Players are not allowed to tamper with another divers equipment as this could endanger the life of a person. Each team member will be given a clue and a flashlight to aid them in their search for the object. A coach will receive various clues throughout the contest which he can relay to his divers. The divers will be tracked throughout the contest and their locations will be displayed back to their coaches. A game will continue as long as it takes to find the object. If a diver's air runs out or needs to replace any equipment he may come back up to the surface and change tanks but it penalized for 15 minutes.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
34,7,"Or a scavenger hunt sport in general. Teams can be given a certain list of things to find in a playing field. The playing field can be difficult to run around in with lots of hills, crawl spaces, etc. They'll have a backpack to put their things in. It can also be where each item found has a task with it. Like once you find the baseball you have to shoot it at a target wherever it is in the field and continue. Or once they have find all of their items first and then go to shoot them somewhere or at a target and then they're done.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1123,7,"[""Two teams of five players will be given bandana. These bandanas will be tucked from the back of each player's shorts.""]","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
3013,7,"There should also be a set grading outline that awards the team with however many points. In addition to being the fastest without sinking, design and appearance should also count for a percentage of the final score.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
921,7,"Will have to consist of a 30+ number of participants to ensure difficulty. Each ""survivor"" will be given a water gun, can vary in price, and will have to shoot at ""zombies"" designated by specific color, mark, etc. If ""zombie"" is hit with water gun they cannot chase the shooter for approx. 10 min.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
1151,7,['4. There will also be a crew behind them that solely aims to shoot them with their paintball guns and chasing them down.'],"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
952,7,"*=- Undercover working in retail, find as many terrible customers and severely injure them","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
347,7,"8. Hill Races (Timed sprints up a tall, steep hill)","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
516,7,Underwater soccer. The ball will be weighted so that it doesn't float back up to the top.,"also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2966,7,"['A large building/house is required. There are two separate teams. One team is the police, the other team is the robbers. The robbers are given a list of items to find throughout the building, while the police team is given the mission to capture the robbers. Each robber has a nametag on their back, and the cops have to rip the nametag off in order to eliminate the robber. There is a time limit of 30-45 minutes. If the robbers find all of the items on the list before time is up, they win. If the police capture all of the robbers before they find the items or before time is up, they win.']","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
519,7,"Teams compete to see who can build a lego house the fastest, run a mile, then take the lego house apart.","also, not, give, opponent, can, do, eliminate, able, lose, difficult"
2865,8,"['rules are you must wrestle while doing a hand stand under water. (upper half of the body submerged, lower half above water)']","ball, player, hit, play, goal, throw, score, allow, try, pass"
161,8,is played in two halves. Each half consists of 45 minutes. Each team is allowed up to 20 players on a roster.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
2779,8,Pushing will result in the loss of one point. After three offenses the penalty will be double for each push. Pushing off of obstacles result in three points lost.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
77,8,Beach basketball but no bouncing and traveling is permitted,"ball, player, hit, play, goal, throw, score, allow, try, pass"
159,8,"['There is no shot clock, but a player may not have possession of the ball for more than 20 seconds. The ball must make 2 consecutive passes prior to scoring a basket.']","ball, player, hit, play, goal, throw, score, allow, try, pass"
2,8,using a ball you have to hit down a certain number of pins like bowling. instead of rolling the ball you have to hit the ball with a bat.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3049,8,water pool same as table pool but goal are on four corners of pool except you must through it to a person that is positioned as the balls would be set up and person will through the ball to another person till one of two colors of balls hit the goal,"ball, player, hit, play, goal, throw, score, allow, try, pass"
47,8,using a tennis ball as the main ball,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3048,8,if any ball hits a goal from a kick on the que ball that would color is your ball to play.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
151,8,"['If the opposing team (team trying to score) crosses over the line prior to the ball hitting the ground, the defending team receives a free kick from the endzone.']","ball, player, hit, play, goal, throw, score, allow, try, pass"
48,8,"maybe combine some of the aspects of real sports. for example, trying to move the ball towards an area (like a touchdown) and throwing the ball in a hoop or goal (like basketball, hockey, or soccer)","ball, player, hit, play, goal, throw, score, allow, try, pass"
49,8,"offense and ""defense"" in the sport, one's trying to score while the other tries to stop them from scoring.","ball, player, hit, play, goal, throw, score, allow, try, pass"
158,8,"['This game is played on a unicycle and is similar to basketball. There are two teams. Each team consists of 9 players. You must remain on your unicycle at all times. Only one foot may touch the ground at a time. If both feet touch the ground this is called cycling. Cycling results in forfeiting the ball to the other team. The ball is similar to a basketball, but the nets are square instead of round.']","ball, player, hit, play, goal, throw, score, allow, try, pass"
188,8,"same soccer rules apply, except the ball is moved around with the use of players hands, not their feet.","ball, player, hit, play, goal, throw, score, allow, try, pass"
374,8,"there is no tackling, only knock downs and stops","ball, player, hit, play, goal, throw, score, allow, try, pass"
373,8,"on defense, if players are unable to knock down the opponent but manage to stop him on his tracks, he is down.","ball, player, hit, play, goal, throw, score, allow, try, pass"
120,8,Players will be allowed to hit the ball with a golf club.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
152,8,"['If the defending team (team trying to prevent the other team from scoring) crosses over the line prior to the ball hitting the ground, the opposing team receives a free kick from the center of the field (midfield point)']","ball, player, hit, play, goal, throw, score, allow, try, pass"
32,8,"Balls being passed can't be intercepted by hitting the ball, only by bumping it as well. Once you get to the area where you shoot it can be like basketball again and the other team can try to block you. More points can be scored if the ball is bumped into the basket rather than shot into it.","ball, player, hit, play, goal, throw, score, allow, try, pass"
71,8,Thumb-war contests,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3045,8,"Ball in goal, a two team game using a velcro pad that wraps around the hand or glove or some sort of pouch and a ball that will be thrown in the air between two people. The person who gets the ball will have to stay in place until the ball is thrown to their teammate and each team will try to make the ball into their basket.","ball, player, hit, play, goal, throw, score, allow, try, pass"
2787,8,"Each team will have their own corner, and in that corner there will be a bin for the players to put their balloons in.","ball, player, hit, play, goal, throw, score, allow, try, pass"
51,8,"it could have turnovers, like drops or interceptions, but make it where any team can get the ball and score, (in ultamite frisbee, if they drop the frisbee, the play stops and the defense gets the frisbee. I suggest it makes it a live ball where anyone can pick it up and keep playing)","ball, player, hit, play, goal, throw, score, allow, try, pass"
150,8,"['If the ball is directed to the goalie and hits the ground, the endzone is free game for additional players to enter. However, the ball must hit the ground prior to any players crossing over the endzone line. If a player crosses over the endzone line, prior to the play hitting the ground, this will result in a penalty.']","ball, player, hit, play, goal, throw, score, allow, try, pass"
94,8,Maybe can use large inflatable balls. Should perhaps be on a field with goals like in soccer.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3021,8,throw objects at opponent(s) (like in dodgeball),"ball, player, hit, play, goal, throw, score, allow, try, pass"
2765,8,"Scoring with your head would be worth 4 points, and scoring from over have court would be worth 5, regardless of how you scored (throwing or kicking). Players are not allowed to run with the ball. Players can not hold the ball for more than 4 seconds. This will keep the game moving fast and require the players to think very quickly. Holding the ball for more than 4 seconds would result in the other team getting the ball. Fouling somebody as they are attempting to score will result in one free throw. The free throw will be 100 feet away. If they score the free throw it is worth 5 points. The free throw must be scored only in the smallest of the hoops.","ball, player, hit, play, goal, throw, score, allow, try, pass"
85,8,"We can have a ball and the offender is only allowed 4 movements and they have to either shoot from there or pass the ball but only two passes is allowed. So say you have one player throw the ball in, most of the time they throw it to the point guard so then point guard makes 4 movements toward the goal. They then have to stop and either shoot it from where they are or pass the ball. this is kind of stupid but I'm trying (this is a really hard thing to do). okay so when the point guard or whoever rebounded the ball in, passes the ball that offender only can make 4 movements. They then can choose to shoot.. or pass but this is their last pass. so kind of like freeze tag basketball ... or like maybe they can have like a buzzer sound so scratch what I said and like they can move however much they want (but they can't pass the ball) until a buzzer (it has to be randomized to eliminate bias)","ball, player, hit, play, goal, throw, score, allow, try, pass"
392,8,The goalies doesnt have to dance unless the ball crosses in their territory.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
2969,8,"The sport will be played on a court similar to a basketball court. Two teams will be competing against each other with 5 players on each team. When the game originally starts there will be 6 rubber bouncy balls lined evenly along half court. The objective of the game is to throw the balls at the other team like dodge ball to knock the other players out and use the same balls to throw in the net which are like the size of hockey nets on the ground. Each goal is a point. The game is played until the first team reaches 20 points. There is no time limit. The teams play two games against each other and if needed they play a third game for the tiebreaker. Once a player gets hit, he must step out of bounds for 1 minute before he may come back in. You may throw the ball anywhere at the other players. On the court there would be a half ring around the net. Players may only be in this ring for less than 3 seconds. For any fouls that occur a player from the team that caused the foul must sit out for 4 minutes.","ball, player, hit, play, goal, throw, score, allow, try, pass"
1,8,A goal is to get a ball through a hoop similar to basketball but instead of dribbling the ball you would have to pass the ball to your teammates using the same technique as volleyball. Once you past an area near the hoop you can only stay in that particular spot and have to shoot the ball in the hoop.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
2769,8,"Should be played in a gymnasium so that the footing is level. Ankle injuries would be less likely on flat ground. Every 10-20 seconds a light will flash one single time so that the players are able to see where any players are that aren't currently holding a ball. There should be a small amount of glow in the dark paint at the half court line so that the players can see how far they are allowed to step up to. There should be enough glow in the dark paint so that the players can see the line, but not so much as to allow the players to see one another.","ball, player, hit, play, goal, throw, score, allow, try, pass"
2770,8,Also there could be low ceilings so that players are able to hit the ball of the ceiling and possibly catch the other players off guard. That would add a whole new aspect to the game.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
218,8,Full Contact Basketball. Put everyone in football pads and have at it. Dribbling is no longer a rule and you try to score baskets on the opposing team.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3012,8,What if instead of small bouncy balls we used medium sized foam balls. That way you would be able to throw the balls anywhere at people and it would not hurt them.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
330,8,"This sport could be effective, especially on younger players if they still want to play a form of contact sport, just without the high risk of getting their teeth knocked out!","ball, player, hit, play, goal, throw, score, allow, try, pass"
70,8,See who can hit the hardest ball out into a field with an instrument (maybe tennis racket),"ball, player, hit, play, goal, throw, score, allow, try, pass"
2901,8,"Instead of using a ball, they could use a frisbee. The acrobats could do flips and fancy tricks for extra points. When they throw the frisbee to their teammates, they can only use their feet. When they pass the frisbee, they are only allowed to pass backwards. Which ever team that scores the most ""air downs"" in a game of an hour and a half wins!","ball, player, hit, play, goal, throw, score, allow, try, pass"
2902,8,"Automobiles can be replaced with bumper cars, golf carts, or just a small car with a basketball hoop on the top of the car. The basketball hoop can be controlled or maneuvered by the person driving or if they choose to have one, a teammate whose job is only for moving the basketball hoop and throwing the balls into other peoples hoops.","ball, player, hit, play, goal, throw, score, allow, try, pass"
327,8,A game that is sort of like volleyball and soccer. Each team has to pass the ball to their teammate by hitting the ball (like volleyball) and scoring it in the opposing teams goal. If the ball is dropped then the other team gets the ball.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3110,8,relay noodle race with a ball (players can't touch the ball with their hands),"ball, player, hit, play, goal, throw, score, allow, try, pass"
2954,8,"Running could also be replaced with speedy golf carts. Prior to the game, teams can customize and upgrade their carts to gain better performance such as speed and maneuvering. To make things more interesting, all the players could begin at a starting line and would race to any of the 18 holes. The players could be knowledgeable of the playing field before the game as well, knowing which holes are the harder to hit, which are the easiest, and which holes are the quickest to get to. If a player reaches a hole, the hole is closed to all players until the player who got to the hole first is done. This would add extra strategical factors for the players: Players could potentially have a pre-game planned route to each hole. If a hole is already taken, players would also be faced with a decision to wait for the hole to open up or they could race to another hole to prevent wasting time.","ball, player, hit, play, goal, throw, score, allow, try, pass"
90,8,The person with the ball shouldn't be able to move. maybe have some kind of passing regulations -- like you can't pass the ball to the same person in a row and you can only pass to same person after you pass it to everyone else on the team. everyone participates and no one is left out. and since the other team may know who you'll pass to if it's down to 1 or 2 people it makes it more challenging.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3065,8,"Use water balloons, mud balls, etc. if the players are going to be moving around. If players are to stay in one place but throw or pass the objects then plastic balls or something 3D like can be thrown (for safety reasons, don't want players tripping over balls while running)","ball, player, hit, play, goal, throw, score, allow, try, pass"
3054,8,"A sport with a ball could perhaps be carried. You would have to carry the ball and pass it on to teammates, all while avoiding being caught. You would only be able to pass, not throw, the ball.","ball, player, hit, play, goal, throw, score, allow, try, pass"
119,8,The ball will be similiar to a bounce ball,"ball, player, hit, play, goal, throw, score, allow, try, pass"
2827,8,"This sport requires 5 teams of 3. There is one goal, or basket, on one end of a narrow field, and the goal is to get your teams ball into your goal as many times as you can in a 15 minute period. Players can only hold the ball with their hands, if a ball touches the ground in any way, the team must return to the starting end of the field. The team can only pass the ball by tossing or throwing it. Each time a goal is made, the team must return to the starting line to begin again. The narrow field causes the teams to inevitably interfere with one another. If a ball is intercepted by another team, the team who intercepted the ball automatically gets 1 point.","ball, player, hit, play, goal, throw, score, allow, try, pass"
2826,8,"This sport would take place on a court similar to a basketball or volleyball court. There would be 3 circles on the ground, each circle representing a different goal. The object of the game would be for your team to get the most number of balls into the goals. There would be a total of 10 balls each game. Every time a ball entered a circle, the ball would be removed from the game. The team to get the most goals would win. Each circle is allowed to have one ""goalie"" that cannot stand in the goal but can circle it and move around it and block it. Each team is allowed to have 8 players on the court at one time (3 goalies and 5 players). You can only touch the ball with your feet. If a player touches the ball with their hands, they must sit out for a total of 1 minute, therefore leaving their team one player short during that time.","ball, player, hit, play, goal, throw, score, allow, try, pass"
3118,8,"[""This sport can work as a team or individual. This sport is a mix of dance on ice and tennis. However, unlike regular tennis, this will require a lot of ice skating moments. Points can be earn not only by hitting the ball but also by unique ice skating tricks. The member will serve the ball into the square marking to the other side of the opponent. The opponent will hit the ball back. Before or after the member hit the ball, he or she will have to make a ice skating move. All the ice skating moves' points will vary depends on how complex it is while the score for hitting the ball will be the same.""]","ball, player, hit, play, goal, throw, score, allow, try, pass"
3044,8,"The goal of this sport is to get the ball into the correct basket (there are a total of 4 baskets). The ball will be toss up into the air in the middle of the court/field. The only way the teams can get the ball into the basket is by throwing the ball up into the air, passing it to their teammates but it has to be a different teammate each time (so you can't throw the ball to the same person twice in a row) Teammates will run towards their basket, throwing the ball to one another until someone makes it in. No one is allowed to tackle another person, intentionally push another player, etc.","ball, player, hit, play, goal, throw, score, allow, try, pass"
372,8,"if a player gets knocked down and fumbles, the other team has possession on the position of the fumble","ball, player, hit, play, goal, throw, score, allow, try, pass"
153,8,"['Inside the endzone: You cannot score inside of the endzone. If the ball hits the ground and players are allowed into the endzone, the ball must leave the endzone, requiring all players to leave the endzone as well and then re-enter and the goalie must receive the ball in his/her hands for a goal to count.']","ball, player, hit, play, goal, throw, score, allow, try, pass"
352,8,"This could be played in a normal golf course with a ball similar to a lacrosse ball (one that can be thrown far and bounces very high).  However, since putting would not be possible, the hole would be replaced with a large hoop or basket. Also, wherever the ball comes to a complete stop would be the closest point the thrower's foot could come to the hoop/basket (they have to throw from where the ball lands and no closer to the hole). The rules would be the same as golf, where you are given a designated number of throws to get the ball into the hoop/basket.  The player with the least number of throws at the end of the game wins.","ball, player, hit, play, goal, throw, score, allow, try, pass"
3130,8,Use a metal ball so it will be easier to roll and stay stable once it stops.,"ball, player, hit, play, goal, throw, score, allow, try, pass"
3129,8,"The team with most goals win. Must have a big field as well as a big team since there will be four goalies. Each ball should be label to a certain goalie. Example: Ball #1 should go to Goal #1. If the ball happens to be in a different goalie than it's suppose to be, then the goalie will kick the ball back to the field until the ball gets into its correct goalie.","ball, player, hit, play, goal, throw, score, allow, try, pass"
305,8,"[""If a ball carrier's head or the ball goes underwater, or he/she loses possession of the ball the ball must be forfeited to the other team.""]","ball, player, hit, play, goal, throw, score, allow, try, pass"
