Line_Number	content	contentSimp	reply	timeCode	user	fake_username
2	Well Joe Flacco just got a 120 million dollar contract for a few years to go out, play a game he enjoys, and get hurt. While the Nurse that is in over their head in education debt is getting paid garbage to put up with American's rudeness in the hospital. The very first thing we need to look at is, if we want good care, we need to take care of those providing us. Somehow more money needs to find its way to these hard working people if not money some kind of compensation for working those ridiculous hours and working as hard as they do. Having over tired burnout healthcare personal is unacceptable. If the Obama admin wants to dabble in health care, then lets pull some Gov money to the system, no reason why a car company should get billions when a hospital doesn't even get gas money for ER runs.	joe flacco 120 million dollar contract years out, play game enjoys, hurt. nurse head education debt paid garbage put american's rudeness hospital. thing is, good care, care providing us. money find hard working people money kind compensation working ridiculous hours working hard do. tired burnout healthcare personal unacceptable. obama admin dabble health care, pull gov money system, reason car company billions hospital doesn't gas money er runs.	-1	March 04, 2013, 11:17:26 AM	61x12	Elizabeth Hines
3	Prescription medication. As it stands now, I think it is fine. Everyone should not be entitled to cheap meds. You pay more for full auto insurance over just liability right? But you also are covered in more areas. With that said, if you pay more for health care that covers more, your meds will be covered. If you cant afford it, then oh well, go try harder. Americans complain and complain they had a 100 dollar co-pay. Why are you complaining, the meds cost a heck of a lot more to research, develop, get a approved... hell im not going to explain the business process here, you get it. In short, if you cant afford 100 dollars, then maybe you should look down at your feet and regret paying 98$ for those nikes you are wearing	prescription medication. stands now, fine. entitled cheap meds. pay full auto insurance liability right? covered areas. said, pay health care covers more, meds covered. afford it, well, harder. americans complain complain 100 dollar co-pay. complaining, meds cost heck lot research, develop, approved... hell explain business process here, it. short, afford 100 dollars, feet regret paying 98$ nikes wearing	-1	March 04, 2013, 11:22:52 AM	61x12	Elizabeth Hines
4	Want to save money? Pull the plug on those on life support. I know that's mean but why are we wasting hundreds of thousand of dollars and man hours tending to someone who is going to pass anyway? Because the family has that choice i know. But change it. Allow a max of 12 months on life support.. after that the family has 2 options, pay for it out of pocket (no more insurance) or pull the plug. As of now if long term care or intense care costs to much insurance already says they will only pay for a lesser quality of care, the logical next step is to just terminate that care.	save money? pull plug life support. that's wasting hundreds thousand dollars man hours tending pass anyway? family choice know. change it. max 12 months life support.. family 2 options, pay pocket (no insurance) pull plug. long term care intense care costs insurance pay lesser quality care, logical step terminate care.	-1	March 04, 2013, 11:26:47 AM	61x12	Elizabeth Hines
5	"Everyone says... ""oh Canada has free health care why cant we""  ok, you go to Canada and wait 5 months for an appointment and even longer to get approved for your prescriptions. Free sounds great, but if humans can not wait for 3 hours in the Doc's office can you imagine waiting 5 months to be seen? Our health care is slow with burnout staff, and out dated equipment. And this will never change for the private sector has no power on this, the only hope is Government steps. Going back to cars, there is no reason a GMC should have more technology in the dash board then the office i sit in to get my back checked out. I have no idea on how to get better technology but it is needed. It is a cost well spent, why have 3 different tests when 1 machine can answer everything.. oh thats right, so the insurance companies can make money.. so maybe that is were the Gov should step in... stop letting them rob us blind."	"says... ""oh canada free health care we""  ok, canada wait 5 months appointment longer approved prescriptions. free sounds great, humans wait 3 hours doc's office imagine waiting 5 months seen? health care slow burnout staff, dated equipment. change private sector power this, hope government steps. back cars, reason gmc technology dash board office sit back checked out. idea technology needed. cost spent, 3 tests 1 machine answer everything.. right, insurance companies make money.. gov step in... stop letting rob blind."	-1	March 04, 2013, 11:33:34 AM	61x12	Elizabeth Hines
6	We need better nurses. Nurses who care more which probably wont happen without a pay raise.  We need nurses who are in the profession because of their passion to help not just for a job or the money.	nurses. nurses care happen pay raise.  nurses profession passion job money.	-1	March 04, 2013, 12:12:48 PM	41x13	Katie Foster
7	Legalize assisted suicide too	legalize assisted suicide	-1	March 04, 2013, 12:13:27 PM	41x13	Katie Foster
8	Maybe we should have more education opportunities for those who dont understand that concept.	education opportunities understand concept.	3	March 04, 2013, 12:14:52 PM	41x13	Katie Foster
9	People get sick, no matter their income. We should develop a better system that helps the sick but doesn't allow a free ride either.  There's a happy medium somewhere.	people sick, matter income. develop system helps sick doesn't free ride either.  there's happy medium somewhere.	-1	March 04, 2013, 12:16:55 PM	41x13	Katie Foster
10	More information and education in schools about leading healthy lifestyles should help our healthcare system	information education schools leading healthy lifestyles healthcare system	-1	March 04, 2013, 12:18:52 PM	41x13	Katie Foster
11	There should be some form of financial reward or incentive to those who lead a healthy lifestyle to encourage others to do the same	form financial reward incentive lead healthy lifestyle encourage	-1	March 04, 2013, 12:19:55 PM	41x13	Katie Foster
12	Children, elderly, and the mentally ill should be top priority in our healthcare system.	children, elderly, mentally top priority healthcare system.	-1	March 04, 2013, 12:21:34 PM	41x13	Katie Foster
13	Hospitals should have better managers and more training available.	hospitals managers training available.	-1	March 04, 2013, 12:22:34 PM	41x13	Katie Foster
14	"Not everyone can be ""wealthy"", there has to and there will be poor people.  That doesn't make anyone greater or less, so when providing healthcare to our nation we should keep in mind health before wealth."	"""wealthy"", poor people.  doesn't make greater less, providing healthcare nation mind health wealth."	-1	March 04, 2013, 12:23:51 PM	41x13	Katie Foster
15	Emergency room services get overwhelmed with people who don't have a primary care provider and take the er staff's time with colds or headaches.  We should make it possible for everyone to have at least a primary care physician and keep the er for emergencies!	emergency room services overwhelmed people don't primary care provider er staff's time colds headaches.  make primary care physician er emergencies!	-1	March 04, 2013, 12:25:52 PM	41x13	Katie Foster
16	America's healthcare system doesn't need as much reform as the American people's mindsets do. But adapting more positive and loving attitudes as a people could lead to an easier and less painful reform to healthcare	america's healthcare system doesn't reform american people's mindsets do. adapting positive loving attitudes people lead easier painful reform healthcare	-1	March 04, 2013, 12:29:16 PM	41x13	Katie Foster
17	Healthcare insurance should be like good credit, better health better benefits (excluding preexisting conditions of course).	healthcare insurance good credit, health benefits (excluding preexisting conditions course).	0	March 04, 2013, 12:33:09 PM	41x13	Katie Foster
18	Better technology could make processes more productive and efficient.	technology make processes productive efficient.	-1	March 04, 2013, 12:34:37 PM	41x13	Katie Foster
19	Doctors should have to pass a handwriting test prior to them being allowed to write prescriptions.  That could prevent thousands of mistakes and lives being lost	doctors pass handwriting test prior allowed write prescriptions.  prevent thousands mistakes lives lost	-1	March 04, 2013, 12:35:41 PM	41x13	Katie Foster
20	Out of all government spending we should be sure that healthcare is a priority	government spending healthcare priority	-1	March 04, 2013, 12:36:36 PM	41x13	Katie Foster
21	Maybe we should cut government spending from something less important than the health of our citizens	cut government spending important health citizens	2	March 04, 2013, 12:38:20 PM	41x13	Katie Foster
22	Hospital workers don't necessarily need more money to be better, just to feel more appreciated by us.  Making someone feel appreciated could work better than just more money and people will feel like the work they do is worthwhile.	hospital workers don't necessarily money better, feel appreciated us.  making feel appreciated work money people feel work worthwhile.	-1	March 04, 2013, 12:40:21 PM	41x13	Katie Foster
23	Educating the masses in a variety of areas of health care, especially the ones who are prone to make injunctions of their own health as well as potentially harming others around them, could save a lot of money. Those who are unaware of the dangers of doing too many drugs or even teenage pregnancies cost everyone around them money because they are unable to pay for their hospital expenses. Educating individuals further than the crap I've experienced throughout school would stop many of the people who do not realize the effects of their actions of society. There are people on life support who do not have family to pay for them or their own riches to keep them alive. Decisions have to be made if the technology is not available to save people. Care for elderly people, the mentally unstable, and persons with severe mental in-capabilities should not be paid for by the government and insurance companies but by the people who want them to be cared for, which in some cases there aren't any. If the disabled, physically or otherwise, are unable to or unwilling to contribute to society in any way shape or form and only hinder the progress of reform by literally and fiscally taking up space that could be used to advance technology or save more people from illness then they should be put down in order to utilize what resources we have more effectively. Doctors and psychiatrists should not be so apt to hand out prescriptions for drugs, especially with mental disorders such as depression. It creates problems not only through the patients but as well as those that need to be hospitalized for obtaining, either from buying them from the patient or stealing them, drugs and using them in manners that they were not intended to be used for. Other treatment should be used first and drugs should be seen as a last resort instead of a means of getting the patients out of the office. Possibly subsidizing more of the costs of hospital expenses could lower the costs that the hospitals themselves pay, and through that lower insurance costs and out-of-pocket expenses from the patients. People need to be more responsible, or taught to be, when it comes to health care and the costs. If an uninsured person has to go to the emergency room, there is no time to make sure that that person has health insurance, and if they do not then the rest of society has to pay for it either literally or through hospitals having to cut back on staff, technology or quality of medicine and procedures. If we explore the possibilities of advanced technology we could potentially cut back on spending by removing the need to have to use invasive and costly surgeries and therapy.	educating masses variety areas health care, prone make injunctions health potentially harming them, save lot money. unaware dangers drugs teenage pregnancies cost money unable pay hospital expenses. educating individuals crap i've experienced school stop people realize effects actions society. people life support family pay riches alive. decisions made technology save people. care elderly people, mentally unstable, persons severe mental in-capabilities paid government insurance companies people cared for, cases aren't any. disabled, physically otherwise, unable unwilling contribute society shape form hinder progress reform literally fiscally taking space advance technology save people illness put order utilize resources effectively. doctors psychiatrists apt hand prescriptions drugs, mental disorders depression. creates problems patients hospitalized obtaining, buying patient stealing them, drugs manners intended for. treatment drugs resort means patients office. possibly subsidizing costs hospital expenses lower costs hospitals pay, lower insurance costs out-of-pocket expenses patients. people responsible, taught be, health care costs. uninsured person emergency room, time make person health insurance, rest society pay literally hospitals cut back staff, technology quality medicine procedures. explore possibilities advanced technology potentially cut back spending removing invasive costly surgeries therapy.	-1	March 04, 2013, 01:38:22 PM	17x14	Kevin Campbell
24	"There are some insurance companies that require a full physical before the will carry you almost like a pass or fail; If you you pass with good health you get a more affordable rate. However, most people with low incomes aren't able to afford all of the necessary things it takes to stay healthy like buying Organic foods, gym memberships, and supplements, etc. So these people are forced to either pay a higher insurance rate or have none at all. I do agree that there should be an incentive to leading a healthy lifestyle and maybe if gym memberships or ""healthy food"" discounts were offered through our employers or insurance companies it would help aid to a healthier lifestyle where healthcare wasn't such a burden."	"insurance companies require full physical carry pass fail; pass good health affordable rate. however, people low incomes aren't afford things takes stay healthy buying organic foods, gym memberships, supplements, etc. people forced pay higher insurance rate all. agree incentive leading healthy lifestyle gym memberships ""healthy food"" discounts offered employers insurance companies aid healthier lifestyle healthcare wasn't burden."	11	March 04, 2013, 02:37:14 PM	72x15	Danielle Beard
25	I think EDUCATION on preventive methods to illness would help significantly. So many of the common diseases or conditions are self inflicted and avoidable. I was diagnosed with Hypothyroidism at 22 and without knowing at the time what was wrong I thought I was dying. It took me going to an OBGYN ( thinking I have cervical Cancer) to find out that my hormones were out of wack. They immediately wanted to put me on the most expensive medication they could find ( which had a whole laundry list of side affects itself). With a little digging i found that a little exersice and healthy eating would naturally turn my condition around.	education preventive methods illness significantly. common diseases conditions inflicted avoidable. diagnosed hypothyroidism 22 knowing time wrong thought dying. obgyn ( thinking cervical cancer) find hormones wack. immediately wanted put expensive medication find ( laundry list side affects itself). digging found exersice healthy eating naturally turn condition around.	-1	March 04, 2013, 02:49:01 PM	72x15	Danielle Beard
26	This is a great idea! The main thing that the citizens need is to be educated on this topic	great idea! main thing citizens educated topic	10	March 08, 2013, 01:04:02 PM	94x11	Sharon Morris
27	"This might sound crazy but we could establish new ""holidays"" like every month is celebrating some sort of health aspect and for each month there could be sales on medications, doctor appointments, emergency room services, mental health, while also educating the people."	"sound crazy establish ""holidays"" month celebrating sort health aspect month sales medications, doctor appointments, emergency room services, mental health, educating people."	-1	March 08, 2013, 01:10:52 PM	94x11	Sharon Morris
28	Educate those that are not aware how cheap it is to be healthy. Gym membership 10.95 (fitness connection) $1.89 lb of chicken breasts. Water is free, Organic is a sham, sorry but look at what the FDA considers organic, the rest is just marketing labeling, so you dont have to overpay for fruits and greens.  And supplements are an aid, (most are crap anyway) so not needed. This education of finding alternatives is pretty important i feel to help the less poor realize they have options other than hot dogs to feed the kids cause they are cheap.	educate aware cheap healthy. gym membership 10.95 (fitness connection) $1.89 lb chicken breasts. water free, organic sham, fda considers organic, rest marketing labeling, overpay fruits greens.  supplements aid, (most crap anyway) needed. education finding alternatives pretty important feel poor realize options hot dogs feed kids cheap.	24	March 08, 2013, 02:03:44 PM	61x12	Elizabeth Hines
29	Well said! People expect things on the drop of a dime. These nurses are working around the clock with some serious (insert your own word) people most of the time. ..  ... maybe it is us who is making health care bad?	said! people expect things drop dime. nurses working clock (insert word) people time. ..  ... making health care bad?	22	March 08, 2013, 02:05:20 PM	61x12	Elizabeth Hines
30	I like the sounds of this, any ideas on who this would be approached? how do we keep the first time parent out of the ER cause the kid is crying louder? will there be enough providers to handle the mass workload from the ER? I would like to hear what you guys/gals have on this one, might be the most practical idea generated thus far.	sounds this, ideas approached? time parent er kid crying louder? providers handle mass workload er? hear guys/gals one, practical idea generated far.	15	March 08, 2013, 02:07:36 PM	61x12	Elizabeth Hines
31	not crazy, far fetched yes. How about we do away with the tradition of old holidays? We don't need to be fatting America up on Halloween and Easter with all this candy.	crazy, fetched yes. tradition holidays? don't fatting america halloween easter candy.	-1	March 08, 2013, 02:11:53 PM	61x12	Elizabeth Hines
32	"I do not know much on how the current insurance works, all i know is i dont have medical. What i do know is people will complain either way. I was 8 yrs military, insurance was free.. and us enlisted and spouses complained complained complained about how crappy the service was and how long it took to be seen. I think 80 percent of the people i know said ""Cant wait to drop tricare and pay for my own insurance and get better care"" I was one of them... here i am now... 2 years out.. no medical. Somehow insurance needs to have many plans .. heck pet insurance has silver gold and platinum, my dog has health insurance and I do not. Why can humans not have simplified levels of care?"	"current insurance works, medical. people complain way. 8 yrs military, insurance free.. enlisted spouses complained complained complained crappy service long seen. 80 percent people ""cant wait drop tricare pay insurance care"" them... now... 2 years out.. medical. insurance plans .. heck pet insurance silver gold platinum, dog health insurance not. humans simplified levels care?"	-1	March 08, 2013, 02:16:47 PM	61x12	Elizabeth Hines
33	People will complain regardless, it's inevitable.  The main priority though, should be to please the majority the best way possible.	people complain regardless, it's inevitable.  main priority though, majority possible.	-1	March 08, 2013, 02:27:01 PM	41x13	Katie Foster
34	Leading a healthy lifestyle is not as difficult as some make it seem. It takes more effort to eat healthy not necessarily more money. People who are already living off of the government with food stamps should be limited or encouraged to purchase healthier options of food.	leading healthy lifestyle difficult make seem. takes effort eat healthy necessarily money. people living government food stamps limited encouraged purchase healthier options food.	-1	March 08, 2013, 02:29:28 PM	41x13	Katie Foster
35	Sounds a tad bit crazy but I agree that there should be more promotional methods to make people aware and educated.	sounds tad bit crazy agree promotional methods make people aware educated.	-1	March 08, 2013, 02:30:26 PM	41x13	Katie Foster
36	All roads lead back to insurance.  People don't have primary care doctors because of their insurance provider or lack of.  ER rooms are packed out for a lot of things that aren't emergencies because of insurance providers or lack of.  Somehow, someway the health of others has to be prioritized over profit and capital.	roads lead back insurance.  people don't primary care doctors insurance provider lack of.  er rooms packed lot things aren't emergencies insurance providers lack of.  somehow, someway health prioritized profit capital.	-1	March 08, 2013, 02:32:50 PM	41x13	Katie Foster
37	We need more people interested in the promotion, education, and preventive side of health care not just the practice and providing side.  Healthcare education should be a major, with jobs in the field of educating others and promoting awareness	people interested promotion, education, preventive side health care practice providing side.  healthcare education major, jobs field educating promoting awareness	-1	March 08, 2013, 02:35:18 PM	41x13	Katie Foster
38	Technology is advancing farther and faster than education.  The two need to catch up and progress at the same pace.	technology advancing farther faster education.  catch progress pace.	-1	March 08, 2013, 02:37:53 PM	41x13	Katie Foster
39	It's really bad when there is better healthcare in prisons than there is available to some working class citizens   	it's bad healthcare prisons working class citizens   	-1	March 08, 2013, 02:42:51 PM	41x13	Katie Foster
40	The FDA itself is a scam and i agree there are a few less expensive alternatives to leading a healthy lifestyle but it all boils down to education.	fda scam agree expensive alternatives leading healthy lifestyle boils education.	28	March 18, 2013, 02:09:07 PM	72x15	Danielle Beard
41	I agree, many people don't realize and I am still learning that insurance companies run our health industry. They control what is approved by the FDA and other thing s that I don't think they should have the power to control. I still don't know much about how these companies go about having so much power over our healthcare system, but if there was a class offered to educate the masses on how corrupt this is im sure things will change.	agree, people don't realize learning insurance companies run health industry. control approved fda thing s don't power control. don't companies power healthcare system, class offered educate masses corrupt things change.	36	March 18, 2013, 02:17:01 PM	72x15	Danielle Beard
42	  Maybe if schools or companies were offered some type of tax break for promoting or offering eduction on healthier lifestyles, everyone loves a good tax break.	  schools companies offered type tax break promoting offering eduction healthier lifestyles, loves good tax break.	11	March 18, 2013, 02:23:34 PM	72x15	Danielle Beard
43	Education is by far the most important resource that is lacking in this country and is available to those who really want it. Education could provide the inspiration needed for individuals to lead healthier lifestyles, and also the aspiration to do so and to be less of a burden on society as well.	education important resource lacking country it. education provide inspiration needed individuals lead healthier lifestyles, aspiration burden society well.	28	March 18, 2013, 03:41:11 PM	17x14	Kevin Campbell
44	I agree. Insurance needs to be simplified and dealt better. However, I think it is more the company's faults. It needs to be straight forward without any loopholes or catches that make it difficult to process. But I do not believe it should be given by the government for every individual. The rich pay for the better healthcare just as we all choose to pay for the cheaper or full coverage on auto insurance.	agree. insurance simplified dealt better. however, company's faults. straight forward loopholes catches make difficult process. government individual. rich pay healthcare choose pay cheaper full coverage auto insurance.	-1	March 18, 2013, 03:41:16 PM	17x14	Kevin Campbell
45	This could be a good idea. But instead of holidays perhaps just an event or big hoopla where there are a host of competitions and contests concerning healthy lifestyles and making good choices and have doctors and other qualified people talk about the benefits there are to being more active and healthy.	good idea. holidays event big hoopla host competitions contests healthy lifestyles making good choices doctors qualified people talk benefits active healthy.	-1	March 18, 2013, 03:43:45 PM	17x14	Kevin Campbell
46	I agree that technology is advancing faster than education, but on the societal aspect. There is a major gap between those who create the newer and newer technology and the consumers and general population. I think its fine that technology is ahead of education, however the gap should not be as wide as it is and it should not be growing at the same rate.	agree technology advancing faster education, societal aspect. major gap create newer newer technology consumers general population. fine technology ahead education, gap wide growing rate.	38	March 18, 2013, 03:46:32 PM	17x14	Kevin Campbell
47	There should be no reward for not being lazy. It should be a societal responsibility to not be lazy in any aspect of life, especially in aspects that concern the individual personally, and through them, financially, the rest of society. However there could be one for encouraging others and picking them up and motivating people to do better than average.	reward lazy. societal responsibility lazy aspect life, aspects concern individual personally, them, financially, rest society. encouraging picking motivating people average.	11	March 18, 2013, 03:49:45 PM	17x14	Kevin Campbell
48	I agree. Prisons should not be the great place that it is made to be today. Through prison reform we could clear out the individuals who do not deserve to be there and through that reduce medical costs. With less prisoners there would be less fights which would lead to less surgeries, drugs and care needed for individuals who broke the law and are supposed to be punished.	agree. prisons great place made today. prison reform clear individuals deserve reduce medical costs. prisoners fights lead surgeries, drugs care needed individuals broke law supposed punished.	39	March 18, 2013, 03:52:11 PM	17x14	Kevin Campbell
49	Giving up control of medical costs, insurance and finances to the governmental regulation could be the most effective way to ensure that health of the country's citizens comes before profit because most corporations will not.	giving control medical costs, insurance finances governmental regulation effective ensure health country's citizens profit corporations not.	36	March 18, 2013, 03:54:13 PM	17x14	Kevin Campbell
50	I see that there are similarities throughout this entire thread of ideas. After reading everyone's ideas it's obvious that what we need is education on health/healthcare system, even distribution of money in FAIR ways to both the people receiving care and the hospitals/staff running these procedures, and to somehow get the rich to be more considerate of the poor. In the end it's hard to say that these are at all possible to achieve (with there being so many people in the world). Maybe education on the subject could spark the fire.	similarities entire thread ideas. reading everyone's ideas it's obvious education health/healthcare system, distribution money fair ways people receiving care hospitals/staff running procedures, rich considerate poor. end it's hard achieve (with people world). education subject spark fire.	-1	March 21, 2013, 12:19:53 PM	94x11	Sharon Morris
51	"""Put down"" as in you put down a horse or some animal?  That's terrible, if you ever became seriously disabled or had a disabled child would you still feel the same?  It's easy to suggest somethings because they won't affect you.  I don't think dehumanizing mentally unstable or elderly people is a great solution."	"""put down"" put horse animal?  that's terrible, disabled disabled child feel same?  it's easy suggest somethings won't affect you.  don't dehumanizing mentally unstable elderly people great solution."	-1	March 21, 2013, 03:39:11 PM	41x13	Katie Foster
52	"In all honesty, being healthy has to be ""so easy a caveman can do it"" before Americans are motivated to exert much effort.  Unfortunately, we just live in a day and age that if it doesn't come fast and easy, most Americans don't want to do it.  The mentality of our people needs to be reformed.  We need to get back to the days where everyone put in an effort to make this nation better.  Now people just want to sit back and tell the government to fix everything."	"honesty, healthy ""so easy caveman it"" americans motivated exert effort.  unfortunately, live day age doesn't fast easy, americans don't it.  mentality people reformed.  back days put effort make nation better.  people sit back government fix everything."	-1	March 21, 2013, 03:47:21 PM	41x13	Katie Foster
53	It starts with our children.  People past the age of 30 are stuck in their ways and harder to educate for this reason.  If we could begin to raise more conscientious children, we could see a change in the mindset and health of America.	starts children.  people past age 30 stuck ways harder educate reason.  begin raise conscientious children, change mindset health america.	-1	March 21, 2013, 03:49:32 PM	41x13	Katie Foster
54	This is where technology plays the villain.  No one plays outside anymore, tv's got bigger and so did the people.	technology plays villain.  plays anymore, tv's bigger people.	-1	March 21, 2013, 03:51:32 PM	41x13	Katie Foster
55	Like Ny is doing, regulate what people consume, i mean who really needs 3 64oz big gulps. But lets not have Govnt step in and do this, have business do it themselves and get a reward on tax break or something. For example how subway (yes NOT healthy) made apples and water along with the less fat/carb chips. It nothing big but its a start. So if other business would follow we could lead to a healthier America.  STOP SELLING TRIPLE BACON CHEESEBURGERS WENDYS!!   (but sooo tasty)	ny doing, regulate people consume, 3 64oz big gulps. govnt step this, business reward tax break something. subway (yes healthy) made apples water fat/carb chips. big start. business follow lead healthier america.  stop selling triple bacon cheeseburgers wendys!!   (but sooo tasty)	-1	March 22, 2013, 01:37:17 PM	61x12	Elizabeth Hines
56	"What about modeling the ER like the DMV. You go to a computer, choose why you are there ""Flu like"" ""broken bone"" ""back issue"" ""who the heck knows"" Let certain nurses deal with said cases, to help stream line the process. Steam line is bad you say... not when over 80% of the people in the ER do not need to be in the ER its a good filter."	"modeling er dmv. computer, choose ""flu like"" ""broken bone"" ""back issue"" ""who heck knows"" nurses deal cases, stream line process. steam line bad say... 80% people er er good filter."	-1	March 22, 2013, 01:39:37 PM	61x12	Elizabeth Hines
57	"Prescription meds.... there needs to be a low low does of these meds that are ""over the counter"" If i have strep throat why must i go to the doc just to get him to sign his name so i can get what i need. Having the ability to buy a antibiotic or other useful drug at a low dose will keep many people out of the docs office."	"prescription meds.... low low meds ""over counter"" strep throat doc sign need. ability buy antibiotic drug low dose people docs office."	-1	March 22, 2013, 01:42:08 PM	61x12	Elizabeth Hines
58	Ship all the sick to Guantanamo  HA sorry i just could not resist. 	ship sick guantanamo  ha resist. 	-1	March 22, 2013, 01:42:39 PM	61x12	Elizabeth Hines
59	Once a month home visits ... heck the Govnt is losing millions in the post office so why not have a traveling doc for 100 bucks per visit you can be seen if you do not have health care? Shoot let the Doc ride with mail man, knock out 2 in one.	month home visits ... heck govnt losing millions post office traveling doc 100 bucks visit health care? shoot doc ride mail man, knock 2 one.	-1	March 22, 2013, 01:44:29 PM	61x12	Elizabeth Hines
60	"Pass a bill so that no matter how much the budget is cut health care can not be touched... Or lets stop giving Israel, Egypt, Africa ..millions a day in ""aid"" and put that toward our own people!! We can complain about Americans but its Gov that is control of the funds without the money what can be done?"	"pass bill matter budget cut health care touched... stop giving israel, egypt, africa ..millions day ""aid"" put people!! complain americans gov control funds money done?"	-1	March 22, 2013, 01:47:18 PM	61x12	Elizabeth Hines
61	What do you mean here? and example please	here?	19	March 22, 2013, 01:48:18 PM	61x12	Elizabeth Hines
62	Even if our children are smart about health, what if they cant afford the insurance, (student or bad job) and its a reason to visit the hospital due to .. oh i dunno a reason outside of their lifestyle choice.... but no insurance.. how does this fix anything.	children smart health, afford insurance, (student bad job) reason visit hospital due .. dunno reason lifestyle choice.... insurance.. fix anything.	53	March 22, 2013, 01:49:54 PM	61x12	Elizabeth Hines
63	Insurance lottery, your number gets drawn that month you get a discount on a visit	insurance lottery, number drawn month discount visit	-1	March 22, 2013, 01:51:00 PM	61x12	Elizabeth Hines
64	Equip hospitals the way they should be regardless of their size. Example : My father just went for broke ribs/puncture lung   no insurance.... Ambulance ride there, they could not see him, so then took him to 2nd place, no room, third place they put him in ICU. He had 3 rides... 3 rides he will be billed for even tho it was not his choice. Every place needs to be ready for anything. Good job Greenbay	equip hospitals size. : father broke ribs/puncture lung   no insurance.... ambulance ride there, him, 2nd place, room, place put icu. 3 rides... 3 rides billed tho choice. place ready anything. good job greenbay	-1	March 22, 2013, 01:53:30 PM	61x12	Elizabeth Hines
65	I agree that in a perfect world EDUCATION would be the answer to many problems in the healthcare system but haven't we tried that already? The information on what it takes to be healthy is out there on websites, books, and tv  ( all of which are accessible regardless of income). Throughout grade school it was required for me to take health classes so the information for self education is out there. however, many people choose to ignore this or choose to remain ignorant. 	agree perfect world education answer problems healthcare system haven't already? information takes healthy websites, books, tv  ( accessible income). grade school required health classes information education there. however, people choose ignore choose remain ignorant. 	-1	March 25, 2013, 02:20:02 PM	72x15	Danielle Beard
66	Then if the people are unwilling to do something about their own health the government or some other private organization will have to do it for them with or without their consent. And if they are uneducated then it would be without their consent in order to do what is best for them.	people unwilling health government private organization consent. uneducated consent order them.	-1	March 25, 2013, 03:24:58 PM	17x14	Kevin Campbell
67	"These people are stuck in their ways are teaching the children of today. If we want to change education of the ""future of america"" then we would need to reform more than just healthcare in order to take care of healthcare. In order to be a teacher you need a 2.0 gpa? Ridiculous."	"people stuck ways teaching children today. change education ""future america"" reform healthcare order care healthcare. order teacher 2.0 gpa? ridiculous."	53	March 25, 2013, 03:29:07 PM	17x14	Kevin Campbell
68	If the children were smarter about healthy lifestyles then there would be less unnecessary doctor visits which waste time and money and be less at risk for disease and accidents and we would be able to spend that money on those who need it.	children smarter healthy lifestyles unnecessary doctor visits waste time money risk disease accidents spend money it.	62	March 25, 2013, 03:32:53 PM	17x14	Kevin Campbell
69	They make bigger hospitals for that reason. What should be done is emergency response teams should be able to make the call as to which hospital to go to before they decide on one place, if the patient is stabilized enough to have the couple of minutes available to do so.	make bigger hospitals reason. emergency response teams make call hospital decide place, patient stabilized couple minutes so.	64	March 25, 2013, 03:35:38 PM	17x14	Kevin Campbell
70	This could be a good idea. A traveling doctor or team of specialists could go around making house-calls providing insight and expertise or even write prescriptions and treatment to those that are sick but do not need to go to a hospital and would clear up space for those that do.	good idea. traveling doctor team specialists making house-calls providing insight expertise write prescriptions treatment sick hospital clear space do.	59	March 25, 2013, 03:40:22 PM	17x14	Kevin Campbell
71	If I couldnt do anything for myself and relied on everyone completely? Yea i would want to be put down. Why should society be responsible for footing the bill of those who are unable or unwilling to help? Who need 24/7 round the clock care so they don't choke on their spit? If the members of the family are willing to care or willing to pay for it then by all means let them.	relied completely? yea put down. society responsible footing bill unable unwilling help? 24/7 round clock care don't choke spit? members family care pay means them.	51	March 25, 2013, 03:43:01 PM	17x14	Kevin Campbell
78	 ;D	 ;d	7	March 27, 2013, 03:01:50 PM	61x12	Elizabeth Hines
0	Doctors should be employ by hospital and not work with hospital on contract basis. Maintenance medications should be below $5.00 for a month supply Laws should be made to reduce the rate that medical providers are getting sued unless negligence is involved on the part of the medical provider. programs should be setup in order to educated the patient on how to effectively take their medications at home Programs should be setup in order to allow healthcare providers to followup with patient on regular basis to make sure that recurrence  of health problems are reduced. Pharmacist should not be allowed to work for very long hours in order to improve accuracy of pharmacist Very busy hospitals and retail pharmacist must employ adequate number of staff in order to avoid medical errors.  	doctors employ hospital work hospital contract basis. maintenance medications $5.00 month supply laws made reduce rate medical providers sued negligence involved part medical provider. programs setup order educated patient effectively medications home programs setup order healthcare providers followup patient regular basis make recurrence  health problems reduced. pharmacist allowed work long hours order improve accuracy pharmacist busy hospitals retail pharmacist employ adequate number staff order avoid medical errors.  	-1	April 11, 2013, 01:40:24 PM	76y23	Lisa Wilson
1	A lot of laws should be made in order to protect the patients against insurance company. Laws should be made in order to allow doctors to spend more time with their patients. More stringent rules should be made to abide pharmaceutical companies and prevent them from over pricing medicine.	lot laws made order protect patients insurance company. laws made order doctors spend time patients. stringent rules made abide pharmaceutical companies prevent pricing medicine.	-1	April 11, 2013, 01:49:42 PM	76y23	Lisa Wilson
2	the cost of mediciations should be reduced, as we need medication for the smallest things.	cost mediciations reduced, medication smallest things.	-1	April 11, 2013, 03:54:57 PM	92y54	Tammy Fischer
