Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
2331,2,"I think we should apply some rules to the game of throwing dodge ball under the chess formation.  Such as when the opposite team throws the ball at us, if they got hit by the ball, they will be ruled out, but if they can catch the ball, they can use that ball to throw back at the opposite team and get more points for that.","team, ball, player, game, get, point, hit, member, goal, throw"
2332,2,rock climbing,"team, ball, player, game, get, point, hit, member, goal, throw"
2333,2,"there should be about 3-5 teams compete with each other, each teams going to have two members, participants first run to a table, the person at the table going to count and make sure that the participants completed with 5 times turn around, the participant going to run back the the starting point and there will be an apple hang above their reach, both of participants need to do anything to get the apple as fast as possible. Which team got the apple the fastest is the winner","team, ball, player, game, get, point, hit, member, goal, throw"
2334,2,"find treasure, but in order to get to the destinations, they need to pass 2 gates, the first one going to test for their balance =>one side of the bamboo stick going to hang on a string and the other side is touch down to the ground, when they reach to the hanging side, there will be  wrappings of candy are hanging and the participant need to get one of those down and come back without failing. the second gates going to test for their durability: the participant need to push up 10 times in order to get a stamp for passing. At gates 2, the people at the table going to give them the a map of location where the treasure was hide, find it as soon as possible.","team, ball, player, game, get, point, hit, member, goal, throw"
2335,2,This sport is composed of a soccer ball in a football field. Instead of having a goalie The player must kick the ball toward the top of the y-shaped post to make a score.  the scores are unlimited. there 6 members in each team and everyone has to work in a team,"team, ball, player, game, get, point, hit, member, goal, throw"
2336,2,"in this sport, there are two players. a net is set up in the middle, like a tennis court. instead of using a tennis ball the players must play with a soccer ball. the players must kick the ball back and forward without loosing balance or letting it get out of the court. This game will have a goal net. to get points the opponent must kick the soccer ball towards the goal to get a point.","team, ball, player, game, get, point, hit, member, goal, throw"
2337,2,"This sport is played in the swimming pool. there is going to be a total of 4 players, two teams. two members in each team. The members must get on the shoulder of the other member. there will be a net up and will play with the volley ball. the purpose of this game is to balance the member on the shoulders while in the pool. the volley ball will go back and forward. to win this game the teams must make sure the person on the shoulders do not loose balance and and does not fall. whoever falls loses and the other team gets the points.","team, ball, player, game, get, point, hit, member, goal, throw"
2338,2,"In this sport, there will be two teams composed of 7 players each. There is going to be a basket on top of one of the team members head from each team. Each team member will have 3 eggs and the purpose is to get the egg in the basket without cracking it open. the person with the basket is free to run anywhere and the other teams must place the egg on the basket safely.","team, ball, player, game, get, point, hit, member, goal, throw"
2339,2,This sport will require 2 team composed of 5 members each. the team must work together to get this accomplished. There will be a small ball in which each member has to balance on the top of their hand without making it fall. the purpose is to walk with this ball and get it across another team member hand without it falling only using one hand. whoever hands it off safely to all their team members will win,"team, ball, player, game, get, point, hit, member, goal, throw"
2340,2,"Team sports are generally funner than individual sports, since they can be more strategic. There are goals to decide who wins, such as scoring points, and rules that players have to abide by.","team, ball, player, game, get, point, hit, member, goal, throw"
2341,1,"The sport should involve objects that people use to achieve a task. For example, equipment like footballs and basketballs are used to score in their respective sports. I think it would be cool to involve multiple objects in a game. That way the players would have to spread their focus across the playing field. For now the object can be a regular ball.","would, sport, could, water, also, require, able, opponent, winner, certain"
2342,1,"As for the playing field, something different would be a non-rectangular field. Usually in sports, the goals are located on opposite ends of a large rectangle. It's more simple to deal with, but having a different field could add a new perspective to the game.","would, sport, could, water, also, require, able, opponent, winner, certain"
2343,2,"Also, the goals could be multiple areas on the field that the objects would have to pass through to score. Teams would defend their respective goals.","team, ball, player, game, get, point, hit, member, goal, throw"
2344,2,skydiving and gliding through rings for points,"team, ball, player, game, get, point, hit, member, goal, throw"
2345,3,"jumping through rings, and the smaller the ring the more points it is","make, different, not, would, race, way, obstacle, people, also, good"
2346,2,"try to hit targets for points with a ball, but you can only bounce the ball off a wall that is provided","team, ball, player, game, get, point, hit, member, goal, throw"
2347,2,you hit a ball and let it bounce off the ground. the further the ball goes the more points. but you also have to hit targets for more points. either way you get points but if you hit a target you produce more points in the end,"team, ball, player, game, get, point, hit, member, goal, throw"
2348,2,you are in a maze. you and 5 other people are also in the maze but in different locations. no part of the maze is more difficult than the other. first 3 people to the middle gets to move onto the next maze. then after the first 2 people get to move on. then first one to the middle gets a prize,"team, ball, player, game, get, point, hit, member, goal, throw"
2349,2,you must throw a disc and it has to curve around a pole and hit a target behind it. there are different courses but it is like golf in a sense,"team, ball, player, game, get, point, hit, member, goal, throw"
2350,2,you and a partner must jump through different hurdles to get points. you will face another team doing the same thing,"team, ball, player, game, get, point, hit, member, goal, throw"
2351,3,"but i dont think this safe for participants, because tennis courts surfaces are hard and if someone fall, they will get injure immediately.","make, different, not, would, race, way, obstacle, people, also, good"
2352,3,"each ring should have its own color, different color contain different point and the easiness level might increase or decrease depend on the color.  There are 5 colors: black= biggest and with 1 point>yellow= 2 points>blue=3 points>green=4 points> red=5 points. So this means even if they collect the most rings doesnt mean that they are the winner, it must depend on the color of the ring.","make, different, not, would, race, way, obstacle, people, also, good"
2353,0,"there will be a row of rings located under the water, deep down 3 feet, so so anyone that could not swim, they can participate in this game, in other to winner, the player need to take a deep breath and go down under the water go through the row of rings, who get through the row fastest is the winner, but if they come up for more air there are deductible 3 points for each time.","person, must, time, win, first, go, flag, balloon, end, give"
2354,2,"this game will be in the swimming pool, a team should contain 5 members, and the other opponent team will be the judges. 5 members need to take a deep breath and compete who could hold their breath the longest, who ever come up for more air will be hit by the plastic toy hammer. the time limit for this round is 4 mins. alternate to the other team. out of 5 members of each team, there will be one representative for each team which were the one who won in the first round. in this second round, those two representative going to compete with each other.","team, ball, player, game, get, point, hit, member, goal, throw"
2355,2,"there will be two huge floating board on inside the pool that can hold up to 5 people, 2 teams going to to compete with each other, try to get the other team down, and which team survive will be the winner.","team, ball, player, game, get, point, hit, member, goal, throw"
2356,2,note: there will be 4 people holding on each side of  the floating board so its easier for players to complete.,"team, ball, player, game, get, point, hit, member, goal, throw"
2357,1,"For this to be an actual sport, there should be stations that have a stationary ring. Squirrel skydiving suits should be used since they allow for a good range of motion. Also, if its a 1v1 competition it would be good to introduce clock to see who's fastest to break a tie. Also it should be set over a body of water to limit injuries.","would, sport, could, water, also, require, able, opponent, winner, certain"
2358,1,"Something cool to add would be laser tag equipment. That way if two opposing players meet up they could either try to eliminate each other or even group up to defeat other players. It would be cool to see this kind of mind play in a sport. Also there should be a messaging system so that the players know who's left or not. For example, a scoreboard over the maze.","would, sport, could, water, also, require, able, opponent, winner, certain"
2359,2,"Teams with two people each. One player shoots at targets with a potato launcher. The targets are tennis racquets. The outcome should be french fries. The second team member has a basket to catch the fries. Team with the most fries in weight wins. Teams start opposite of the playing field. There are 11 targets and after each target is hit, it will retract. The game ends when all of the racquets have retracted.","team, ball, player, game, get, point, hit, member, goal, throw"
2360,2,"This game will involve teams of 20 players each. The teams are 25 yards apart and are separated by a 10 foot fence. The playing field is 30 yards long and at each end there are the goals 10 feet above the floor. Across from each team is their respective goal, which are 3 rings (2 medium length - 5 points, 1 small one - 10 points). The game will be 4 quarters, 5 minutes each. Each team will start with 15 footballs, which can be used to score or for defensive purposes. Winner is decided by whichever team has the most points at the end.","team, ball, player, game, get, point, hit, member, goal, throw"
2361,1,"instead the gate with push ups, it should be different tasks that are equally difficult or like a riddle that you have to solve. or after second gate could be that you have to get to the third gate in a certain amount of time. instead of a deliberate treasure map, it should be a series of riddles that lead to the next until you find the treasure. This should have multiple teams doing the same thing and seeing which team can get to the treasure first.","would, sport, could, water, also, require, able, opponent, winner, certain"
2362,2,"instead of it being an egg, there should be a bean bag or an object that wont bounce out of the head. and there should be 4 members on each team and the goal is to get that object in the opposing teams basket which is on one of their heads. There is only one object in the whole game as oppose to everyone having 3 eggs or an object.","team, ball, player, game, get, point, hit, member, goal, throw"
2363,2,with that idea the court should be a lot smaller than a tennis court because kicking is not easy and over a post at that.,"team, ball, player, game, get, point, hit, member, goal, throw"
2364,2,instead of hand it should be their head. The members of the team have to keep it on one of their team members head without it falling off and they cant hold it there. They can do this in many ways. They must get multiple balls over to the other side successfully without the ball falling and this will get you a point.,"team, ball, player, game, get, point, hit, member, goal, throw"
2365,2,instead of soccer and kicking the ball there should be 6 members and they have to throw a ball to other members of their team to get across the field. They must get this ball into the opposing teams goal. The goal is a pole with a small hole not very large that the team must get the ball through. There is one universal ball for the whole game. The other team can intercept the ball and take it away.,"team, ball, player, game, get, point, hit, member, goal, throw"
2366,2,instead of 4 members there should be 6 since it is harder to get around in water. The pool should be relatively big,"team, ball, player, game, get, point, hit, member, goal, throw"
2367,2,There should be balls or targets thrown up in the air and you must shoot them for points. there will be 2 teams with 3 members on each team. you will be on two sides and if you are able to shoot the other teams targets from the location you are at then there will be bonus points awarded,"team, ball, player, game, get, point, hit, member, goal, throw"
2368,2,"there will be different checkpoints all over the wall, hard to reach spots, depending on how hard they are to get to accounts for how many points they can give you. Getting to the top only gets you some points so you must get points on the way. The person with the most points at the end of the rock climbing game will win","team, ball, player, game, get, point, hit, member, goal, throw"
2369,0,There will be a set of exercises that you must perform and there will be a number of times you must do them. If you can complete the tasks you are awarded with points. The person with the most points at the end will win.,"person, must, time, win, first, go, flag, balloon, end, give"
2370,2,instead of bouncing it you must just throw it into holes in the ground for points and there are obstacles in the way to make it harder. the harder the hole is to get to then the more points they are.,"team, ball, player, game, get, point, hit, member, goal, throw"
2371,2,instead of jumping through them you have to throw balls through them to get more points.,"team, ball, player, game, get, point, hit, member, goal, throw"
2372,3,instead of a pole there should be different obstacles that you must get through for the disc,"make, different, not, would, race, way, obstacle, people, also, good"
2373,3,Rock climbing will be in a swimming pool setting. There will be two members competing to see who makes it to the top without falling down. If the opponent falls they lose and fall into the swimming pool.,"make, different, not, would, race, way, obstacle, people, also, good"
2374,2,rollerball- two teams of four battle on a court trying to score a points in a basketball hoop but while rollerblading. field hockey meets basketball.,"team, ball, player, game, get, point, hit, member, goal, throw"
2375,2,volleyball played on a tennis court. instead of standing all 3 players of each team must be knelled on furniture dollies,"team, ball, player, game, get, point, hit, member, goal, throw"
2376,2,two teams compete in a game of capture the flag with there only weapon being eggs and tomato's,"team, ball, player, game, get, point, hit, member, goal, throw"
2377,2,two teams of two battle on a slick muddy obstacle course. one team must finish the obstacle course while dodging paintballs from the other team 5 hits and the contestant is out.,"team, ball, player, game, get, point, hit, member, goal, throw"
2378,0,paint-cart: teams of two race around a go-cart track while shooting each other with paintballs.,"person, must, time, win, first, go, flag, balloon, end, give"
2379,2,Soccer Dunk,"team, ball, player, game, get, point, hit, member, goal, throw"
2380,2,"Combines the rules of soccer and basketball. In order to score, participants in each team must dunk the ball on an 8-foot hoop. However, outside of dunks, teams must maneuver the ball using their feet. They must use a lob pass to get the ball in the air to have someone dunk it. One dunk equals one point. Judges are there for style points. Style points on each dunk will give bonus points. If anyone can jump high enough to use a bicycle kick to ""dunk"" the ball in the hoop, then it is worth 3 points.","team, ball, player, game, get, point, hit, member, goal, throw"
2381,2,Death Mountain Run,"team, ball, player, game, get, point, hit, member, goal, throw"
2382,4,"Participants in this extreme sport will run inside of a volcano. Participants will first sign a waiver and be outfitted with specialized clothing with an invincible force field that will protect them from danger. A waiver must be signed. First, participants will run up the mountain trail while avoiding barrels being thrown by trained gorillas. Next, participants will climb up the side of the mountain while avoiding boulders. Once inside the volcano, participants will bike down a specialized trail created for them. The trail is filled with rocks, crevices, bats, and other creatures. Finally, the participants must swim in the lava and obtain the treasure chest located a quarter mile deep of the lava. Once again the clothing used will use an invincible force field and protects the users from any danger, however, unless in the lava, any blunt force that comes against the force field will make the user freeze for 10 seconds.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
2383,2,Professional Skydiving,"team, ball, player, game, get, point, hit, member, goal, throw"
2384,3,Participants will jump off a plane 5 miles above the ground. There will be rings placed in the sky between the jump point and the ground. Participants must get through as many rings as possible before they reach the ground. Another things that will be factored is where the participant lands. The participant must control their parachute to land on the target successfully and make sure that they land gracefully.,"make, different, not, would, race, way, obstacle, people, also, good"
2385,2,A combination of volleyball and soccer. You are allowed as many one-touch contacts but you are allowed to use any part of your body. But as with volleyball you must make the other team drop the ball on their side of the court.,"team, ball, player, game, get, point, hit, member, goal, throw"
2386,2,Using tennis balls one must be able to catch and retrieve the ball in a lacrosse stick while running around a field but people are able to actually tackle in order to retrieve the ball. In order to score you must be able to throw the tennis ball in a box that is marked across the field.,"team, ball, player, game, get, point, hit, member, goal, throw"
2387,2,There are two teams. One team is behind sport ball cannons that shoot out water balloons. The other team must cross the finish line without getting wet.,"team, ball, player, game, get, point, hit, member, goal, throw"
2388,2,Having teams there are two opponents across from each other on a tennis court. They are trying to make the person miss the ball. Once the person misses the ball that person must go fetch the ball and hand it to their teammates who then must throw that ball in a bucket before having to pass that ball to the next person in line. The other team on the other hand is allowed a one-up. They get to use the ball that is on reserve to start throwing balls in the buckets. The team that finishes first gets point.,"team, ball, player, game, get, point, hit, member, goal, throw"
2389,3,"Gymnastic relays. Gymnastics is such a hard sport but gets fully judged based on performance. There should be competitions on hand stand races, fastest predetermined routines, and highest jumps. Make it more like track and field and not based on looks.","make, different, not, would, race, way, obstacle, people, also, good"
2390,2,"Using mini go-karts, two teams are presented on a court with two huge nets. There are two people in the car, one is driving and the other is a shooter. The teams must attempt to put the balls in the net.","team, ball, player, game, get, point, hit, member, goal, throw"
2391,4,"Raising in the dark, to test the sense of your surroundings, and your ability to visualize, without seeing.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
2392,1,"Field events for animals, such as track and field. 100m*4 relay, 200m*4 relay etc. Maybe also long jump.","would, sport, could, water, also, require, able, opponent, winner, certain"
2393,1,"Water hockey, with scuba suits on. be able to navigate through one another under water.","would, sport, could, water, also, require, able, opponent, winner, certain"
2394,3,Pig Racing.,"make, different, not, would, race, way, obstacle, people, also, good"
2395,0,"Racing between farm animals everything besides horses, since they already have this.","person, must, time, win, first, go, flag, balloon, end, give"
2396,2,"It could be on sand instead of a gym and two teams of Three, with the first team to 21 should win.","team, ball, player, game, get, point, hit, member, goal, throw"
2397,2,I think the bicycle kick dunk should be worth at least 5 points instead of three. The number of team members could be at 5 in a full court setting. with substitutions being kept at a maximum of three per half.,"team, ball, player, game, get, point, hit, member, goal, throw"
2398,3,adding to the landing on target gracefully they should also get bonus points for landing with style.,"make, different, not, would, race, way, obstacle, people, also, good"
2399,1,you can add an extra element to the event by allowing the contestants to utilize their eyes for 5 or 10 sec once but with a penalty added to their time of 1 min.,"would, sport, could, water, also, require, able, opponent, winner, certain"
2400,1,the teams would race for 10 laps the winner would be the top place team after lap 10. the teams would be allowed to make pit stops to refill ammunition and vehicle tune ups,"would, sport, could, water, also, require, able, opponent, winner, certain"
2401,1,the only padding should be lacrosse like helmet and a mouthpiece. the game could last 3 10min quarters with an intermission between the 2nd and 3rd quarters(like hockey),"would, sport, could, water, also, require, able, opponent, winner, certain"
2402,2,the game of golf with a twist instead of using a driver to tee off. Players would use a baseball bat to tee off similar to how baseball players practice fielding. Then when in the green player would use the bottom end of the bat instead of a putter to to putt. only in the final hole could they use an actual putter to put,"team, ball, player, game, get, point, hit, member, goal, throw"
2403,2,two teams of two battle on a slick muddy obstacle course. one team must finish the obstacle course while dodging paint-balls from the other team 5 hits and the contestant is out.,"team, ball, player, game, get, point, hit, member, goal, throw"
2404,2,"every hit the contestant concedes its an added to 10sec. to their time. In addition, the running participant gets the ability to fire back at one random point/station and if the runner makes contact during that sequence the runner has a 20 sec. window to run without fire","team, ball, player, game, get, point, hit, member, goal, throw"
2405,2,"Good idea, but I'm going to add an effect for the egg and tomato. I would say that tomatos would force them back into their base and eggs would freeze the person for 3 seconds. Any flag carrier hit with a tomato must drop the flag where it is. The dropped flag can be carried by the opposing team back to their base to score a point, or the defending team can carry it back to their base.","team, ball, player, game, get, point, hit, member, goal, throw"
2406,2,I would give bonuses for each hit that each team made.,"team, ball, player, game, get, point, hit, member, goal, throw"
2407,2,"Also like volleyball, I would allow 3 hits before each team must hit the ball back over the net.","team, ball, player, game, get, point, hit, member, goal, throw"
2408,1,"Also consider the burst radius of the water balloons. Even though that the water balloons may miss, the burst will get the person wet. Would the victors be based on how dry the teams are? It can't be just without getting wet because with sport ball cannons, finishing without getting wet would be almost impossible without cheating.","would, sport, could, water, also, require, able, opponent, winner, certain"
2409,3,Pads-on or pads-off?,"make, different, not, would, race, way, obstacle, people, also, good"
2410,1,I think that the paintballers must be on a wall lateral to the central obstacle course. The paintball guns are equipped with a sniper scope. I also would put cover for the teams running from the paintballs because they will need rest during the course.,"would, sport, could, water, also, require, able, opponent, winner, certain"
2411,3,Would it be foot racing or automobile racing?,"make, different, not, would, race, way, obstacle, people, also, good"
2412,0,There should be categories for animals because some types of animals are just naturally faster and more athletic than other animals.,"person, must, time, win, first, go, flag, balloon, end, give"
2413,0,"This could be a special edition of the animal olympics listed above. Much like the animal olympics, there needs to be categories since some types of farm animal are naturally more athletic than other types of farm animals.","person, must, time, win, first, go, flag, balloon, end, give"
2414,2,"Free throws will be interesting to watch. Also, the refs should be more lenient with fouls since rollerbladers have less control over their bodies than basketball players on their two feet.","team, ball, player, game, get, point, hit, member, goal, throw"
2415,0,"There also should be an event where the animal and the owner must be able to do some tricks to demonstrate the owner-pet bond and they will judged on how smoothly they perform, the originality, and the aesthetic value of the trick.","person, must, time, win, first, go, flag, balloon, end, give"
2416,2,"The scuba suits have a weighted part to it so you are able to stand on the ground. The floor is a specialized tile that allows for the puck to glide smoothly across the bottom of the ocean. The puck is water resistance which allows for it to move smoothly in water and is weighted as well to allow for participants to maneuver it on the ground.  With the obstacle of water there are no goalies, but yet players are not allowed in a three foot radius of the weighted nets that are on the ground, the water is considered the goalie. It is a smaller ""rink"" and only four people are on each team.","team, ball, player, game, get, point, hit, member, goal, throw"
2417,2,"There are different levels to the muddy obstacle. And as each team passes through one they receive a point for every player that is not hit by a paintball. There are 10 people on a team and there are four obstacles, water, mud, electricity, and huge walls they must climb. Each obstacle gets harder and teams are only allowed a total of 50 paint balls for the entire course. This way it judges aim and precision. If a player gets hit they are not allowed to continue on to the next obstacle. You can only score when you are running through the obstacle. Each team gets to attempt the obstacles 3 times. Switching back and forth similar to baseball.","team, ball, player, game, get, point, hit, member, goal, throw"
2418,4,"After each stage of the race (running up the mountain, biking down the mountain etc.) there are different checkpoints where you must solve a puzzle that allows each team to continue on to the next post. It is a race and there are other teams competing as well. At each check point your prize for solving the puzzle will be a specialized key that is used to open the treasure chest. If you solve a puzzle incorrectly and obtain the wrong key your team must go back and resolve the puzzle to obtain the correct key to open the treasure chest. I would also add another obstacle which would be the extreme skydiving that was mentioned earlier on. In order to each the bottom of the mountain each team must successfully dive through different hoops to solve the puzzle.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
2419,2,Each team consists of 12 players and each member is only allowed to compete in a total of 3 of the 12 events. This way teams can focus on practicing and perfecting 3 events rather than the entire gymnastics qualities.,"team, ball, player, game, get, point, hit, member, goal, throw"
2420,2,"Instead of a normal sized volleyball, it is a little bit bigger and a lot lighter. Same rules as volleyball applies but on the tennis court which also includes the smaller/shorter net. The objective is for the other team to drop the ball on their side of the court which allows a single point for the opposite team.","team, ball, player, game, get, point, hit, member, goal, throw"
2421,3,"There are specialized trampolines in a three foot radius of the hoop which allows for contestants to really obtain points on style, the trampoline allows for a higher jump and longer in the air so one is able to do many tricks in one jump.","make, different, not, would, race, way, obstacle, people, also, good"
2422,2,There is also a gun on the front of the car that the driver controls which shots out balls at the opponent shooters. This is a distraction and might successfully result in the shooter missing the ball. This relies heavily on teamwork since the driver is mainly in control of where the shooter shoots and goes. There are Five go carts on a team with one person singly in a go kart acting as goalie to prevent shots going in the goal.,"team, ball, player, game, get, point, hit, member, goal, throw"
2423,3,"I love this idea not only should they do handstand races, but i think they should also have balance beam races. having custom made 100m balance been and everyone has the same choreography that they have to do, while they are in the race performing the choreography they are not only responsible for being able to finish first but also to not fall off of the balance been this is not only to test there balancing skills but also to test there fastness and concentration that they have on the balance beam. with the running spring jumps (I'm not sure what they are called) this will be like long jump not only will they have to land there jump perfect but they also will need to be the farthest from the starting point. If you made it the farthest out but you fall, this will disqualify you and the the award would go to the person under you.","make, different, not, would, race, way, obstacle, people, also, good"
2424,0,"this could be like paintball but with a twist, what if the objective to this game was not only to bring it to your side of the game but also to bring it back to your opponents side and defeat them. this would need to be set in a place like a junk yard so that it is not so easy to see you opponent if they have taken your flag, also you can not hover over the flag but you must be in the opposing teams area, if you are not able to get the team to be frozen for 10 sec by hitting them with an egg, or have then to start over and return the flag by hitting them with your tomato. if you have them freeze for ten seconds this will not only give you the opportunity to retrieve there flag and head over to their side of the yard, but will give you the advantage of winning the game, as well as throwing a tomato which will give the same benefit.","person, must, time, win, first, go, flag, balloon, end, give"
2425,1,The weight can be placed on the footwear the players will wear. Their scuba suits should be more specialized for the water so that the players will move quicker. The puck should not be too heavy or else it would be harder to do slapshots.,"would, sport, could, water, also, require, able, opponent, winner, certain"
2426,2,"I really can't think of any new sport that haven't been existed, seems like any kind of ""activity"" is already there. I would say jump rope as a new sport, which there are two people holding the rope, trying to move it over and over other people head and, others will try to jump over without touch or mess up with the rope.","team, ball, player, game, get, point, hit, member, goal, throw"
2427,1,"I like volleyball the most, I would say volleyball if it hadn't been exist, but it's already there, so....","would, sport, could, water, also, require, able, opponent, winner, certain"
2428,1,Baseball with a string tied on the ball. Similar to the actual sport of baseball,"would, sport, could, water, also, require, able, opponent, winner, certain"
2429,2,Soccer-tennis. Get a soccer ball and kick it to the opposing player and this is done on a tennis court. The game is one on one.,"team, ball, player, game, get, point, hit, member, goal, throw"
2430,2,"Tennis while on roller blades, this allows for the player to move quicker.","team, ball, player, game, get, point, hit, member, goal, throw"
2431,3,"skydiving while having to complete obstacles and the person who completes the most obstacles will be the winner. These obstacles will consist of simple tasks, such as making a paper airplane.","make, different, not, would, race, way, obstacle, people, also, good"
2432,3,"Inventing a way to snowboard on different types of surfaces would be different. Tennis involves different surfaces during different games, such as clay, hard court, grass, ect.","make, different, not, would, race, way, obstacle, people, also, good"
2433,3,Gymnastics type routines while grabbing ribbons and the most ribbons received by one person will be the winner.,"make, different, not, would, race, way, obstacle, people, also, good"
2434,2,Jump on a trampoline and successfully go through a series of hoops and who ever gets to the end the fastest will the the victor.,"team, ball, player, game, get, point, hit, member, goal, throw"
2435,2,water balloons,"team, ball, player, game, get, point, hit, member, goal, throw"
2436,2,paint ball guns,"team, ball, player, game, get, point, hit, member, goal, throw"
2437,2,concrete court,"team, ball, player, game, get, point, hit, member, goal, throw"
2438,2,teams of 10 or 15,"team, ball, player, game, get, point, hit, member, goal, throw"
2439,2,targets,"team, ball, player, game, get, point, hit, member, goal, throw"
2440,2,2 to 4 teams competing at a time,"team, ball, player, game, get, point, hit, member, goal, throw"
2441,2,point system for targets,"team, ball, player, game, get, point, hit, member, goal, throw"
2442,2,outdoors,"team, ball, player, game, get, point, hit, member, goal, throw"
2443,0,capture the flag,"person, must, time, win, first, go, flag, balloon, end, give"
2444,2,paint ball tag,"team, ball, player, game, get, point, hit, member, goal, throw"
2445,2,sport on horseback,"team, ball, player, game, get, point, hit, member, goal, throw"
2446,1,lacrosse w/ water balloons,"would, sport, could, water, also, require, able, opponent, winner, certain"
2447,2,obstacle course,"team, ball, player, game, get, point, hit, member, goal, throw"
2448,3,mud as playing surface,"make, different, not, would, race, way, obstacle, people, also, good"
2449,2,ball pit,"team, ball, player, game, get, point, hit, member, goal, throw"
2450,1,stacking blocks,"would, sport, could, water, also, require, able, opponent, winner, certain"
2451,2,indoor setting,"team, ball, player, game, get, point, hit, member, goal, throw"
2452,2,underwater ball game,"team, ball, player, game, get, point, hit, member, goal, throw"
2453,3,bed jumping,"make, different, not, would, race, way, obstacle, people, also, good"
2454,2,trampoline obstacle course,"team, ball, player, game, get, point, hit, member, goal, throw"
2455,2,Dog and human teams,"team, ball, player, game, get, point, hit, member, goal, throw"
2456,2,racing,"team, ball, player, game, get, point, hit, member, goal, throw"
2457,2,frisbees,"team, ball, player, game, get, point, hit, member, goal, throw"
2458,1,"Ice-Basketball: This sport would require a lot of skill and training just because of the importance of balance would be highly stressed. It's basically basketball, but on ice. Only difference is the terrain, sports-wear, and rules would need to be strictly enforced due to the fact that this sport could be dangerous.","would, sport, could, water, also, require, able, opponent, winner, certain"
2459,4,"C.T.T. (Capture the Target): Like many sports, this will be a Team Sport. Teams will consist of 5 people. This sport will be ""Secret-Agent"" based. Two teams compete to see who can capture the ""Target"" (which would be a random person) first. The target knows what is going on and is specially trained in evading dangerous situations like, being ""captured"". Teams will need to be crafty, creative, diligent, intelligently, and physically capable of capturing their target. Close-quarter combat training would be needed to play this sport, but must be safely played. Must wear protective wear at all times and if your target falls to the ground then no more combat is allowed. If target falls to the ground they are basically incapable of making anymore moves and the capturing team would then call ""Win"" to notify everyone playing of the capture. However, if you happen to fall to the ground, then YOU are eliminated from the game and leave your team with however many are left.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
2460,2,"soccer with only 4 people, in which there's are out of them will be goal keepers and 2 players.","team, ball, player, game, get, point, hit, member, goal, throw"
2461,2,"two teams, one has about 5, 6 people. draw a line in the between them. each team will vote a person each time go over the line to the other team. while doing that, that person has to sing a song, keep singing nonstop, and try to touch people on the other team, as those who got touched by that person, will have to go to that person's team and wait for their team partner to recuse them. keep playing until all people in one team got touched and being prisoned","team, ball, player, game, get, point, hit, member, goal, throw"
2462,3,swimming and finding stuffs underwater at the same time,"make, different, not, would, race, way, obstacle, people, also, good"
2463,2,"swimming, holding partner hands and sing underwater","team, ball, player, game, get, point, hit, member, goal, throw"
2464,4,"singing and doing tasks at the same time, like...step on worms, or putting a snake around.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
2465,2,jump rope,"team, ball, player, game, get, point, hit, member, goal, throw"
2466,3,and doing obstacles together,"make, different, not, would, race, way, obstacle, people, also, good"
2467,2,eyes covered and find your partner,"team, ball, player, game, get, point, hit, member, goal, throw"
2468,2,"-requiring the players to wear protective year should be highly enforced and maybe it's even a good idea for the players to wear gear that's similar to that of hockey.*=-since the sport is being played on an ice arena, the players should be penalized for any misconduct, such as hitting, shoving, punching, ect.*=-they should be appointed more points for doing a trick on the ice arena.*=-the arena should have different leveled hoops so that one team can be awarded when they accomplish a more difficult goal.*=-there should be more than one basketball on the court during a game.","team, ball, player, game, get, point, hit, member, goal, throw"
2469,1,"*=-maybe instead of the target being a person it could be an item (would be easier to grab and relocate.)-each team gets a ""target"" or ""targets"" that they can hide from the opposing team.-the ""targets"" will be placed in a secret location, based on where the team decides to place it.*=-this sport can be played outside or indoors.-maybe in some locations the players can't touch the ground (kinda like lava) and they have to reach their destination by sliding across skateboard like objects or hop across mats that are placed on the floor.*=-there will be big building like objects that the players can hide in, behind, or on.-this sport can be timed and whoever captures the ""targets"" or multiple ""targets"" wins the game.*=-to mix it up the players can use air-soft guns (like the idea of paintball guns) and whoever gets hit with the air-soft bullets are frozen until another player saves them (by tagging or tapping them.)-this sport would be funner if the arena was placed outside in a forest type environment.*=-maybe each team player can use a device to communicate with each other.*=-if we wanted to make the sport more intense we could add cables that get players from one side to the other.*-it's kinda like mission impossible!","would, sport, could, water, also, require, able, opponent, winner, certain"
2470,2,"The game could include obstacle courses that each team has to go through to catch the ""Target"". This will make the game more challenging and cause strategy-building skills.","team, ball, player, game, get, point, hit, member, goal, throw"
2471,2,There could be teams of jump ropers competing to stay in the game the longest without messing up the rope.,"team, ball, player, game, get, point, hit, member, goal, throw"
2472,2,"The player has to aim for the goal behind the opponent or if there is no goal, the ball has to go past the boundaries to score a point.","team, ball, player, game, get, point, hit, member, goal, throw"
2473,1,"I was thinking there could be a sport involving mud as the playing surface. It could be for volleyball, tennis or badminton.","would, sport, could, water, also, require, able, opponent, winner, certain"
2474,2,The game would be similar to dodge ball only there will be small to large teams (5-20 members) with color-coordinated water balloons.,"team, ball, player, game, get, point, hit, member, goal, throw"
